"","CD19/TCRgd:PE Cy7-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL","CD38:APC H7-A LOGICAL","CD45:PO-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"12851",2412,4548,2422,3744,4744,3286,2452,4661,3002,3525,"Monocytes"
"12869",2520,3293,3016,4374,5248,3469,3848,3963,4279,6987,"Eosinophils"
"12875",2406,1465,7042,5733,5542,1795,6358,2696,1985,1604,"CD4+CD8-"
"12885",2155,3180,7203,5937,5503,2020,6018,1762,2042,1323,"CD4+CD8-"
"12886",2052,3345,1984,2679,5210,6343,1088,3178,2293,1396,"CD56bright"
"12888",2692,4633,1855,3981,5134,4018,2100,4906,3190,3114,"Monocytes"
"12890",2156,2781,7032,3106,5646,2028,5346,6233,2150,1265,"CD8+CD4-"
"12892",2296,2352,7118,2254,5307,740,5988,6446,1919,1053,"CD8+CD4-"
"12902",2572,3167,3111,4383,5166,3343,3602,4010,4631,7004,"Eosinophils"
"12904",2282,2465,6954,2198,5503,3096,4942,6037,1950,1672,"CD8+CD4-"
"12906",2588,2422,7026,5979,5405,2047,5323,1712,1862,1436,"CD4+CD8-"
"12909",2647,3449,3732,4572,5275,3433,4158,3920,4509,7789,"Eosinophils"
"12913",2139,5066,1805,3885,4758,3112,2413,4418,3081,3293,"Monocytes"
"12915",2663,4820,1715,3994,4752,4673,2027,4892,3568,3535,"Monocytes"
"12922",2047,4429,1818,4057,4919,3400,2317,4940,3178,3555,"Monocytes"
"12923",2041,4708,2223,3702,4799,2983,2747,4649,2951,3352,"Monocytes"
"12928",2179,2504,6892,2097,5550,3852,5314,5746,1794,1207,"CD8+CD4-"
"12931",1915,4811,2602,4246,4721,4757,3087,5064,3500,3861,"Monocytes"
"12939",2448,4927,2003,4094,4983,3600,1967,4916,3169,3940,"Monocytes"
"12942",2809,5762,967,1998,5355,5296,1173,5454,2122,1207,"CD56dim"
"12945",2190,4845,2751,4418,4848,3618,2147,4751,3536,3750,"Monocytes"
"12947",2504,3129,2665,4280,5038,3325,2937,3978,4296,6755,"Eosinophils"
"12951",2250,2673,7111,5942,5610,1585,5794,2379,1798,1154,"CD4+CD8-"
"12955",3355,3200,7045,1243,5449,1737,6328,6186,2187,1347,"CD8+CD4-"
"12957",2065,1923,6869,2973,5574,2047,5723,6483,2130,1511,"CD8+CD4-"
"12959",1916,1185,6649,3611,5520,3525,5247,5616,1894,1664,"CD8+CD4-"
"12961",6081,4359,2690,6457,5374,4705,2254,2587,1628,1737,"Mature SIg Kappa"
"12962",2515,4452,2355,3817,5119,4183,2187,4914,3342,3756,"Monocytes"
"12970",6098,2576,1562,6960,5352,6018,786,3041,1992,1572,"Mature SIg Kappa"
"12974",2490,245,7282,6030,5580,1684,6771,1651,1895,1229,"CD4+CD8-"
"12989",2299,4966,2556,3611,5060,3844,1912,4874,3090,3132,"Monocytes"
"13002",2047,3201,1051,1219,5233,5082,2170,5377,1988,1431,"CD56dim"
"13004",1844,1818,7037,5509,5030,1725,5166,958,1436,604,"CD4+CD8-"
"13005",2511,4868,2224,3842,4899,4241,2362,4831,3219,3976,"Monocytes"
"13006",2368,4829,2115,3268,5062,4612,2843,5229,3578,3051,"Monocytes"
"13007",2220,4687,2608,4209,5015,5071,2892,5297,3638,3392,"Monocytes"
"13008",2559,2757,3052,4329,5188,3141,3648,4028,3981,7059,"Eosinophils"
"13014",2154,4417,2805,4312,5105,5022,3164,5322,3101,4417,"Monocytes"
"13015",2166,4496,7275,5946,5334,1722,6124,2799,1945,1048,"CD4+CD8-"
"13026",2520,3984,229,3905,5442,4938,2086,5580,4314,3132,"Monocytes"
"13028",1838,5291,861,1937,5360,4671,2842,5326,2117,1677,"CD56dim"
"13034",2129,4756,6961,2022,5505,1500,5095,1606,1902,1325,"TCRgd-"
"13035",2691,5262,1567,1674,5230,5454,1396,5414,2250,1385,"CD56dim"
"13038",2687,5168,2050,4414,4918,5018,2956,5248,3123,4147,"Monocytes"
"13043",1886,3873,7342,5730,5402,1833,6295,1831,1863,1011,"CD4+CD8-"
"13045",3626,3011,3196,4642,5257,3337,4041,4422,4230,7203,"Eosinophils"
"13047",2495,3673,3029,4687,5259,3740,4097,4314,4127,7401,"Eosinophils"
"13052",2245,4297,2167,3686,4676,3926,2158,5001,3474,2958,"Monocytes"
"13054",1769,3019,6814,4275,5514,2591,5862,5973,1904,1152,"CD8+CD4-"
"13055",2503,4737,1690,3604,4842,5004,1787,5306,3628,3561,"Monocytes"
"13058",2082,2665,6690,2352,5065,1902,5496,6154,1536,871,"CD8+CD4-"
"13060",2151,2612,3362,4094,5005,3112,3385,3963,4010,6932,"Eosinophils"
"13061",2207,3011,3971,4745,5304,3701,3999,4048,4443,8191,"Eosinophils"
"13064",2212,4469,2100,4144,4937,4055,2540,4517,2864,3214,"Monocytes"
"13065",2241,4716,3247,3700,5019,3706,2372,5110,3144,3982,"Monocytes"
"13067",6558,2386,1630,6894,5359,6746,2952,1961,2265,1202,"Mature SIg Kappa"
"13068",2185,5492,7180,5800,5532,1574,6568,1968,1798,1235,"CD4+CD8-"
"13072",2423,1369,7327,5623,5278,1427,5663,1982,1739,920,"CD4+CD8-"
"13073",2053,5054,2216,3501,4991,3886,2176,4887,2928,3794,"Monocytes"
"13074",2294,4585,7226,1952,5509,2140,6285,6536,1876,1320,"CD8+CD4-"
"13075",2183,4400,1740,4206,5288,4826,2156,5149,3971,3535,"Monocytes"
"13076",2911,2625,7093,5917,5519,1960,6261,2046,2021,1249,"CD4+CD8-"
"13087",2337,2613,6917,3925,5549,2409,4170,6305,1953,1290,"CD8+CD4-"
"13091",2148,4535,2457,3513,4882,4278,1989,4841,2979,4113,"Monocytes"
"13092",2465,4609,2215,3838,4817,3764,2201,4655,3576,3572,"Monocytes"
"13095",2743,4992,1966,4020,5014,4372,3142,5259,2980,3935,"Monocytes"
"13096",2503,4006,7241,5760,5157,2030,6440,1658,1961,917,"CD4+CD8-"
"13098",2566,2637,7092,5214,5150,1845,5522,1630,1748,966,"CD4+CD8-"
"13101",1425,3475,6828,3232,5662,2011,6169,6450,1892,1179,"CD8+CD4-"
"13103",2532,4421,7045,5314,5027,1262,5472,2880,1286,810,"CD4+CD8-"
"13104",6228,4522,887,6708,5103,6204,2023,2550,1607,960,"Mature SIg Kappa"
"13105",6193,2972,2058,7125,5478,6624,2744,1803,2269,1477,"Mature SIg Kappa"
"13107",2608,2059,6959,3649,5710,4822,5546,5880,1977,1572,"CD8+CD4-"
"13110",2765,4428,7309,5720,5196,1585,6165,2717,1722,1000,"CD4+CD8-"
"13117",2279,1793,7253,5085,5204,2380,4757,5812,1752,1232,"CD8+CD4-"
"13120",2961,2460,6820,5917,5526,1772,5305,2349,2048,1182,"CD4+CD8-"
"13122",1834,2616,6734,2183,5294,1521,5890,2019,1690,830,"TCRgd-"
"13126",6211,3376,1173,6583,5403,3740,2539,5948,1846,1113,"Mature SIg Lambda"
"13144",2934,2304,6889,5739,5463,2424,7194,1569,1911,1596,"CD4+CD8-"
"13145",2843,3495,3140,4357,5163,3384,4053,4020,4208,7057,"Eosinophils"
"13149",2224,985,6856,3195,5539,1756,5056,5864,1877,1093,"CD8+CD4-"
"13153",2362,4096,7499,5933,5537,1517,5781,1996,1573,1196,"CD4+CD8-"
"13156",2460,5143,1433,1681,5887,5977,2377,5924,2512,1708,"CD56bright"
"13167",2333,2767,6728,4475,5744,1284,4562,6161,2086,1385,"CD8+CD4-"
"13170",2276,4713,1304,3781,4798,4754,2737,4906,3294,3806,"Monocytes"
"13171",2325,4657,2349,3952,4735,3579,2189,4821,2518,3535,"Monocytes"
"13177",2389,4548,1287,3934,5047,4094,2547,5187,3770,3196,"Monocytes"
"13180",2313,2145,7276,1987,5505,1721,4988,6381,1961,1157,"CD8+CD4-"
"13186",2094,4748,1824,4071,4915,3840,2865,5100,3307,3822,"Monocytes"
"13190",2345,3303,3664,4480,5255,3426,3514,4213,4203,6928,"Eosinophils"
"13199",2230,4872,1409,3869,5115,3450,2532,5043,3325,3808,"Monocytes"
"13204",2402,5468,346,2068,5202,6656,584,4880,2435,1742,"CD56bright"
"13207",2300,2479,6874,3208,5693,3572,5042,6062,2127,1562,"CD8+CD4-"
"13208",2147,736,7102,5741,5616,2015,6378,2088,1767,1152,"CD4+CD8-"
"13209",2584,5216,1446,3250,5046,4787,1697,5131,3612,4700,"Monocytes"
"13215",2567,5005,7425,5933,5398,2101,5864,2243,1434,725,"CD4+CD8-"
"13217",2178,4786,2025,3624,4896,4172,2376,4637,2811,3238,"Monocytes"
"13223",1450,1590,7350,2379,5566,1529,5961,6378,1700,1118,"CD8+CD4-"
"13227",2121,4654,2092,2158,4621,3763,2634,4576,2724,3937,"Monocytes"
"13232",2691,4905,2106,3937,5084,5092,2463,5276,3445,3739,"Monocytes"
"13235",2616,5877,1541,1844,5328,6450,447,5040,2170,1361,"CD56bright"
"13236",2799,3182,6977,2241,5731,1230,6016,6462,2361,1588,"CD8+CD4-"
"13239",2568,3927,2773,3587,5480,3134,1786,4807,3188,2095,"Monocytes"
"13241",2600,3991,2864,3949,5222,3082,2292,4598,3480,3169,"Monocytes"
"13243",2880,5370,2658,3845,4961,5109,2337,5378,3718,4207,"Monocytes"
"13246",2588,4816,2221,3513,4818,3912,2455,4905,3181,3138,"Monocytes"
"13248",2377,4960,2416,4200,4939,4023,2066,4736,3430,3028,"Monocytes"
"13253",2053,4883,2512,3823,4956,3853,2275,4681,3302,3498,"Monocytes"
"13264",1357,5035,7392,5883,5344,1870,5985,1653,1663,934,"CD4+CD8-"
"13268",1956,2510,7058,5714,5447,1657,6286,2124,1622,1293,"CD4+CD8-"
"13270",2303,4836,1455,3813,4758,3927,2479,4760,3500,3638,"Monocytes"
"13275",2673,2186,3201,4349,5064,3142,3528,3681,4039,7024,"Eosinophils"
"13282",2780,3091,3730,4167,5268,2709,3069,3794,4170,7077,"Eosinophils"
"13283",2149,5232,417,1971,5330,5439,1423,5324,2404,1363,"CD56dim"
"13289",2002,1322,7249,5857,5161,1664,5771,2612,1845,1022,"CD4+CD8-"
"13295",2054,2476,6923,1826,5427,1803,3947,5611,2023,1363,"CD8+CD4-"
"13296",2122,4721,3033,4329,5051,4226,2807,5108,3596,2701,"Monocytes"
"13301",2613,4721,2363,4342,5503,4354,2537,5072,3077,3634,"Monocytes"
"13303",2193,4465,1809,3503,4993,3959,2104,5064,3885,3017,"Monocytes"
"13305",2131,1159,7055,4788,5643,1785,5263,6251,1972,1366,"CD8+CD4-"
"13306",2484,2654,7113,3236,5554,4175,4961,5687,2039,2767,"CD8+CD4-"
"13307",2330,4656,1964,4035,4855,4396,2085,4922,3650,3200,"Monocytes"
"13308",2565,2291,981,2460,5159,3843,2018,4490,2083,1240,"CD56dim"
"13310",2062,1763,6901,1985,5559,1617,4698,5956,1549,1279,"CD8+CD4-"
"13312",2969,1806,7233,5880,5475,1614,6755,1906,1879,1202,"CD4+CD8-"
"13314",2413,4508,7302,5874,5380,1652,5974,1532,1719,752,"CD4+CD8-"
"13315",2331,1490,6573,1484,5482,1649,4699,4394,1797,1249,"TCRgd-"
"13320",2239,5203,0,1542,4992,6148,998,2327,2223,1522,"CD56bright"
"13327",2843,2489,3747,4594,5218,3458,4070,4213,4098,6892,"Eosinophils"
"13328",6380,4864,1457,6784,5441,6393,1699,2733,1820,957,"Mature SIg Kappa"
"13338",2582,2723,7021,1269,5588,4446,4599,2235,1803,1420,"TCRgd-"
"13341",2320,2451,7003,3355,5615,2162,5844,6178,2387,1609,"CD8+CD4-"
"13343",6362,3129,2529,6618,5458,3388,2886,6401,1628,1410,"Mature SIg Lambda"
"13350",2997,1676,7046,5867,5585,2024,6563,2748,2077,1415,"CD4+CD8-"
"13351",2351,4902,1535,4066,4896,4493,2498,5055,3319,4053,"Monocytes"
"13353",6206,4168,1822,6609,5201,6041,2815,2531,1580,937,"Mature SIg Kappa"
"13358",5944,3791,2630,6437,5191,3442,2650,2070,1418,790,"Mature SIg Kappa"
"13360",2503,3203,3994,4511,5256,3658,3557,4277,4373,7166,"Eosinophils"
"13361",6230,4219,1746,6836,5323,3147,3221,6397,1935,1011,"Mature SIg Lambda"
"13377",3458,2846,3571,4680,5169,3509,3915,4187,3982,7255,"Eosinophils"
"13380",2548,2427,6669,3353,5480,1822,5426,6247,1936,1042,"CD8+CD4-"
"13381",2242,3688,2670,4438,5326,3409,3872,4160,4453,7278,"Eosinophils"
"13382",2418,3072,3394,4586,5271,3345,3894,4194,3530,7520,"Eosinophils"
"13391",2406,5547,2007,4200,4957,2874,1904,4986,3154,2148,"Monocytes"
"13392",2093,2937,7267,5750,5379,1925,6049,1811,1686,974,"CD4+CD8-"
"13394",2240,4566,2972,4072,5065,3610,2303,5251,3393,3444,"Monocytes"
"13403",2056,2962,6875,1454,5615,1780,4586,6203,1955,1344,"CD8+CD4-"
"13408",2170,2839,6882,3558,5725,4295,5686,5977,2045,1596,"CD8+CD4-"
"13411",2864,6054,7161,5912,5371,1650,5843,2301,1998,1199,"CD4+CD8-"
"13415",2630,4035,6810,5706,5219,1891,6198,1826,1610,911,"CD4+CD8-"
"13417",2191,3940,7202,5784,5428,1575,5838,2205,1805,1070,"CD4+CD8-"
"13421",2209,5043,7113,5673,5276,1416,6022,1752,1616,734,"CD4+CD8-"
"13422",2777,1392,6740,1805,5524,1928,5289,6188,1915,1251,"CD8+CD4-"
"13424",2263,5054,1597,3085,4681,3422,1965,4703,3130,3658,"Monocytes"
"13429",1686,2953,6884,2329,5504,1620,5495,6099,1690,1079,"CD8+CD4-"
"13433",2259,1817,1597,2181,5300,5123,1845,5449,1977,960,"CD56dim"
"13437",2439,2928,7319,5492,5305,1983,5249,1239,1291,1129,"CD4+CD8-"
"13440",2033,2884,7408,5729,5407,1451,6504,2054,1742,940,"CD4+CD8-"
"13444",2300,5206,641,3388,4661,4437,2363,4952,3066,3344,"Monocytes"
"13448",2131,4828,1926,1645,5652,5710,1199,4609,2177,1445,"CD56dim"
"13452",2271,3688,7469,5759,5378,1684,6119,1616,1885,888,"CD4+CD8-"
"13470",2755,1662,7163,5574,5192,2060,5560,1957,1595,1062,"CD4+CD8-"
"13472",2212,2976,6908,5810,5228,2456,5782,2244,1706,931,"CD4+CD8-"
"13475",2655,3235,7135,1240,5429,1955,5969,6368,1878,997,"CD8+CD4-"
"13476",2452,4324,7299,1410,5558,1803,6296,6440,1912,1347,"CD8+CD4-"
"13484",2655,4990,876,3756,4873,4458,2073,5096,3574,2581,"Monocytes"
"13485",2221,4543,2729,4820,5404,4803,1639,5076,3748,4311,"Monocytes"
"13489",1962,5265,2038,3360,4827,4604,2598,5096,3023,3671,"Monocytes"
"13492",1599,709,7126,5913,5540,1814,6380,2654,2069,1382,"CD4+CD8-"
"13498",2049,4826,1643,3538,4744,4035,2246,5100,3406,3293,"Monocytes"
"13503",6484,3243,2701,6686,5386,3678,2382,6497,1992,1353,"Mature SIg Lambda"
"13508",2102,3587,6755,3290,5306,2118,5983,6210,1640,971,"CD8+CD4-"
"13510",3110,1668,7140,6005,5625,1974,5533,2235,2212,1714,"CD4+CD8-"
"13511",2172,3698,6865,1782,5257,1666,6266,6366,1867,985,"CD8+CD4-"
"13513",1598,3194,7292,5928,5388,1694,6168,2413,1702,854,"CD4+CD8-"
"13514",2121,2656,7481,5974,5593,2043,4950,2303,2209,1331,"CD4+CD8-"
"13516",2799,2965,3424,4615,5281,3626,3920,4022,4539,6830,"Eosinophils"
"13518",6283,2553,2889,6826,5345,3453,1240,6138,1687,1317,"Mature SIg Lambda"
"13545",1608,3641,7510,5820,5496,1826,5777,2596,1857,1157,"CD4+CD8-"
"13548",2408,2746,7030,2284,5260,1307,6100,6422,1732,1262,"CD8+CD4-"
"13549",1880,4353,3070,3837,4946,4590,2521,5223,3120,4055,"Monocytes"
"13550",2225,2491,3801,4213,5252,3336,4062,3945,4387,6540,"Eosinophils"
"13553",6615,3710,2085,6834,5045,3330,2881,5798,2320,1323,"Mature SIg Lambda"
"13554",3058,2560,3324,4300,5169,2979,3864,4147,4107,6848,"Eosinophils"
"13561",6396,3399,2711,6527,5355,3722,2104,6612,2074,1210,"Mature SIg Lambda"
"13563",2403,5241,1723,2652,4890,3963,2599,5074,3421,4760,"Monocytes"
"13565",3122,4889,7272,5733,5349,1872,6046,1993,1889,980,"CD4+CD8-"
"13566",6062,4839,3191,6887,5382,6619,2114,3466,1910,2425,"Mature SIg Kappa"
"13567",2699,3080,3753,4563,5360,3628,4013,4254,4450,7390,"Eosinophils"
"13568",1550,1699,6824,659,5140,1647,5429,5631,1414,807,"CD8+CD4-"
"13569",2573,4298,2483,2195,5470,5283,2424,5278,2433,1541,"CD56dim"
"13570",1958,1754,7211,866,5444,1962,5837,6284,1483,871,"CD8+CD4-"
"13581",2564,3707,2898,4059,5169,3006,3515,3651,4295,6709,"Eosinophils"
"13583",2600,5020,1062,3934,5052,3691,2225,5061,3230,3529,"Monocytes"
"13586",1859,4075,7014,5858,5455,1299,6690,2139,1886,1506,"CD4+CD8-"
"13591",2071,2932,7065,2638,5682,4068,5496,6287,1873,1393,"CD8+CD4-"
"13592",2385,4896,1871,3974,5013,4245,2631,5086,3511,3450,"Monocytes"
"13594",5838,4247,2788,6341,5362,2980,1777,5988,1831,1282,"Mature SIg Lambda"
"13595",2518,4505,2263,4279,5190,3972,2525,4697,3772,3884,"Monocytes"
"13598",2860,1264,7361,5658,5401,2186,5560,1625,1629,871,"CD4+CD8-"
"13599",2014,4888,1074,3412,5077,4849,3254,5363,3822,3572,"Monocytes"
"13603",2188,3813,2680,3836,4544,4381,2334,4539,2777,3664,"Monocytes"
"13609",2719,2684,6793,2008,5680,4597,4858,6015,1971,1501,"CD8+CD4-"
"13613",2434,2342,3425,4402,5183,3452,3693,4111,3956,6702,"Eosinophils"
"13614",2496,5137,728,3423,4903,3991,1805,4883,3093,3130,"Monocytes"
"13617",2639,5307,1001,4252,4831,2805,3565,4825,3174,2060,"Monocytes"
"13626",2675,3595,7172,5763,5487,1809,6310,2701,1957,1320,"CD4+CD8-"
"13644",6216,1872,1668,6374,4951,2435,2405,5290,1989,1099,"Mature SIg Lambda"
"13657",1840,906,7001,3327,5734,1299,5200,6265,2410,1471,"CD8+CD4-"
"13658",2647,2752,3763,4252,5102,3415,3631,3971,3908,6447,"Eosinophils"
"13662",2406,2797,7097,1225,5615,3810,5272,6230,1916,1224,"CD8+CD4-"
"13664",2165,3295,7194,1537,5438,2447,6065,6405,1837,1218,"CD8+CD4-"
"13673",2143,1923,6805,5709,5526,1974,5913,2980,2297,1834,"CD4+CD8-"
"13679",2159,4193,2213,2352,5408,5477,1700,4956,2342,1557,"CD56dim"
"13681",2561,5262,1521,3581,4815,4453,2477,5337,2890,4038,"Monocytes"
"13688",2314,866,7178,4918,5522,4836,5267,6082,1831,1495,"CD8+CD4-"
"13698",2236,4556,2618,3751,5018,3303,1813,4765,3062,3618,"Monocytes"
"13699",2561,1998,6776,996,5483,2839,4841,6399,2313,1377,"CD8+CD4-"
"13705",2647,3124,2570,2179,5174,5194,2373,5418,2004,1246,"CD56dim"
"13706",2887,3072,3904,4369,5253,3534,4041,4097,4343,6923,"Eosinophils"
"13708",6401,2497,2165,6399,5409,5709,3926,3110,1999,1191,"Mature SIg Kappa"
"13711",2233,4466,7559,5892,5569,2170,7055,2051,1818,1588,"CD4+CD8-"
"13718",2282,3229,7021,5743,5260,2260,5976,2395,1670,1791,"CD4+CD8-"
"13721",6118,4281,1477,6420,5304,3150,2380,6033,1913,1154,"Mature SIg Lambda"
"13726",2352,4563,1444,3816,4855,3835,1867,4344,2558,4188,"Monocytes"
"13728",2345,4526,2356,3436,4800,4562,2208,4582,2919,3930,"Monocytes"
"13730",6342,3743,2362,6241,5274,3063,3264,6469,1842,954,"Mature SIg Lambda"
"13734",3611,4788,7058,5893,5514,1566,6549,2278,1980,1232,"CD4+CD8-"
"13740",1207,3524,7158,5891,5617,1725,6676,1741,1764,1273,"CD4+CD8-"
"13741",2740,2113,6849,3549,5617,4189,5376,6190,1950,1434,"CD8+CD4-"
"13742",2022,3117,7188,5617,5277,1689,5928,2004,1697,696,"CD4+CD8-"
"13744",2297,2238,7137,2393,5413,2299,5687,6328,1816,1229,"CD8+CD4-"
"13748",2449,5065,1030,4005,4933,4504,1722,5058,3365,3475,"Monocytes"
"13756",2140,975,7316,5484,5441,1704,6192,2584,1857,1188,"CD4+CD8-"
"13766",1768,1736,7449,5865,5487,1746,6014,2360,2097,1129,"CD4+CD8-"
"13768",2197,1005,6836,1207,5644,1339,5699,6251,2036,1410,"CD8+CD4-"
"13773",2940,2242,7031,3902,5556,3340,5690,1977,2107,1314,"TCRgd-"
"13779",2385,3558,7387,5805,5384,1976,5992,1647,1737,1025,"CD4+CD8-"
"13780",1462,4489,7382,5767,5468,2385,6698,2033,2145,1567,"CD4+CD8-"
"13781",2251,3207,6921,1773,5533,2028,5995,6208,1590,1087,"CD8+CD4-"
"13786",2384,2277,3126,4272,5256,3224,3892,3939,4523,6193,"Eosinophils"
"13787",2090,1080,7234,5646,5377,1684,5799,2182,1706,983,"CD4+CD8-"
"13794",2326,4777,6905,5524,5041,1779,5824,2399,1459,604,"CD4+CD8-"
"13796",2868,5195,1705,2105,5431,5287,1327,5670,2141,1415,"CD56dim"
"13810",3350,3017,2911,4612,5194,3591,3659,4158,4433,7296,"Eosinophils"
"13811",2225,1871,7273,3203,5341,1172,6139,6195,1738,991,"CD8+CD4-"
"13814",2410,4634,2415,4092,5103,3339,2552,4836,3391,3923,"Monocytes"
"13818",2379,5406,3795,1610,5474,4721,2311,6124,2141,1418,"CD56dim"
"13820",3430,3415,5606,2277,5308,1657,5496,2150,1815,957,"TCRgd-"
"13821",2267,2907,7075,1743,5631,4593,4791,6020,1882,1312,"CD8+CD4-"
"13824",2320,4678,986,3648,4750,4241,2342,4741,2781,3442,"Monocytes"
"13827",2315,783,7347,5723,5398,1935,5614,2171,2189,1174,"CD4+CD8-"
"13832",2262,5157,562,2517,5275,5815,1829,2765,2516,1732,"CD56dim"
"13834",1941,4015,7190,5826,5278,1375,5951,1924,1705,980,"CD4+CD8-"
"13837",2124,5318,2345,3830,4935,4202,2891,5229,4065,3364,"Monocytes"
"13839",2228,4866,2715,3630,4885,3699,2362,4994,3203,3690,"Monocytes"
"13845",2463,4653,879,2288,5361,6480,1032,5429,2331,2035,"CD56bright"
"13847",1942,2248,6946,1666,5414,2557,5272,5855,2044,1477,"CD8+CD4-"
"13848",6464,2361,2100,6907,5787,3842,1889,7081,2354,1755,"Mature SIg Lambda"
"13851",1914,3675,7284,5608,5285,1190,5839,2109,1555,652,"CD4+CD8-"
"13854",6314,4825,1313,6711,5398,3318,2969,5861,1835,1005,"Mature SIg Lambda"
"13855",2179,5096,1979,2541,4785,4154,2245,4675,3217,3891,"Monocytes"
"13866",3324,3727,7047,5769,5467,1674,6359,2387,1882,1415,"CD4+CD8-"
"13868",2123,4624,1220,4381,4927,4585,2192,5362,3978,3080,"Monocytes"
"13869",6389,4086,1779,6431,5211,4011,2534,3090,1795,2170,"Mature SIg Kappa"
"13876",2049,4827,2730,3445,5166,4720,1790,5209,2809,3898,"Monocytes"
"13878",2038,4100,6992,5690,5171,1762,5785,1749,1538,708,"CD4+CD8-"
"13879",3453,2504,3575,4405,4971,3056,3833,3971,4400,7097,"Eosinophils"
"13880",2660,4629,7426,5732,5170,1989,5850,2082,1567,828,"CD4+CD8-"
"13882",2081,4643,1671,4320,4964,4428,2455,5070,3531,2975,"Monocytes"
"13894",1835,2694,7376,1695,5340,2435,6020,6323,1762,1193,"CD8+CD4-"
"13897",2136,5348,2084,1988,5335,4788,1601,4632,2330,1527,"CD56dim"
"13898",6457,3292,2162,6155,5180,3444,2040,6005,1896,931,"Mature SIg Lambda"
"13905",2586,3885,636,2113,5763,4973,2038,5263,1948,1434,"CD56dim"
"13906",2647,2859,7049,5613,5310,1448,6322,2523,1548,1325,"CD4+CD8-"
"13910",2555,4778,2462,4031,5032,3434,2044,4752,3573,3244,"Monocytes"
"13911",2366,4065,7162,5822,5297,1479,5822,2233,1784,819,"CD4+CD8-"
"13918",2748,3198,7281,5643,5199,2179,5627,1972,1708,1157,"CD4+CD8-"
"13921",2342,1818,6896,4580,5647,2048,4931,6437,1916,1675,"CD8+CD4-"
"13925",2521,3935,2641,3767,4963,4070,1859,4730,3075,2894,"Monocytes"
"13932",1816,4218,7459,5924,5584,1365,6437,1983,1863,1254,"CD4+CD8-"
"13933",1507,2354,7062,5986,5512,1607,6011,1900,1840,1084,"CD4+CD8-"
"13934",2771,3847,3759,4620,5168,3445,3689,4165,3823,7079,"Eosinophils"
"13939",7375,3809,1824,7811,5948,6513,2749,4997,2525,2962,"Mature SIg Kappa"
"13942",1982,2984,6925,2229,5650,3584,5102,6229,2245,1727,"CD8+CD4-"
"13952",1636,2673,7361,5848,5448,1272,6181,1808,2015,1229,"CD4+CD8-"
"13954",2327,5239,224,3206,5000,4672,1966,5060,3349,3756,"Monocytes"
"13959",6219,3830,2055,6338,5119,3085,2769,6302,1773,1279,"Mature SIg Lambda"
"13963",2955,3807,7018,5984,5532,1800,6478,1609,2588,1487,"CD4+CD8-"
"13971",2819,5869,7036,5613,5059,1811,5280,1693,1608,1309,"CD4+CD8-"
"13976",2712,4638,1937,3517,4707,4817,1362,4721,3540,2694,"Monocytes"
"13980",2355,3068,7478,6089,5618,2042,5592,2495,2364,1776,"CD4+CD8-"
"13981",2719,4628,2759,4162,5092,4279,2215,4862,3335,3593,"Monocytes"
"13983",2385,4898,2679,4130,5114,4257,3013,4799,3853,3454,"Monocytes"
"13985",1700,2194,7010,1695,5276,1394,5698,6266,1215,764,"CD8+CD4-"
"13987",2541,2517,7548,5761,5328,1650,5887,1823,1684,830,"CD4+CD8-"
"13993",6239,2263,1479,6498,5628,3495,2024,6880,2389,2124,"Mature SIg Lambda"
"13998",2279,5079,2458,3197,4862,3740,2373,4763,3157,3774,"Monocytes"
"14000",2465,4840,2032,3435,4830,4563,2181,4958,3209,3763,"Monocytes"
"14005",2030,4822,2102,4043,4951,4104,2439,5284,3917,3919,"Monocytes"
"14015",2574,4786,2355,4267,4989,4653,3207,4987,3865,3525,"Monocytes"
"14016",2495,2464,6928,2246,5566,3292,4823,6140,2032,1025,"CD8+CD4-"
"14021",2144,4356,7413,5474,5377,2261,5794,2462,1722,1073,"CD4+CD8-"
"14022",2422,3242,2855,4360,5197,3366,4067,4065,3829,6704,"Eosinophils"
"14025",3333,5411,7454,6029,5469,1703,6494,1940,1927,1342,"CD4+CD8-"
"14026",2158,2147,7188,1407,5587,2048,5346,6439,2333,1377,"CD8+CD4-"
"14028",2475,946,7408,5808,5394,1855,6180,2171,1938,1232,"CD4+CD8-"
"14029",2360,4503,1788,3889,5154,4400,2353,5198,3240,2915,"Monocytes"
"14031",1746,1696,7155,1888,5480,2268,6042,6177,2200,1062,"CD8+CD4-"
"14034",6476,1140,2880,6826,5476,3343,2759,6059,2101,1487,"Mature SIg Lambda"
"14038",1193,3154,7252,6133,5651,2133,6204,2096,2400,1506,"CD4+CD8-"
"14040",2378,4891,2593,3100,4792,4518,1993,5104,2867,4085,"Monocytes"
"14047",2158,3954,1937,1910,5538,5165,1455,5139,2104,1407,"CD56dim"
"14050",2116,2016,6777,5757,5430,1868,6485,2208,2032,1229,"CD4+CD8-"
"14061",1613,2913,7007,5833,5467,1328,6279,2603,1993,1336,"CD4+CD8-"
"14062",2360,5110,1270,4054,4975,4417,2115,5072,3768,4110,"Monocytes"
