"","CD19/TCRgd:PE Cy7-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL","CD38:APC H7-A LOGICAL","CD45:PO-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"55558",3470,2415,6605,3646,5433,3800,3140,6253,2148,1792,"CD8+CD4-"
"55563",2246,3987,6780,1981,5304,1706,6598,6310,1832,861,"CD8+CD4-"
"55564",2151,5146,1141,1377,5594,4083,2393,5753,2090,1632,"CD56dim"
"55566",2130,4663,7352,5738,5395,1504,6715,2566,1776,1228,"CD4+CD8-"
"55580",1766,2733,7147,2700,5305,1084,6360,6369,2125,918,"CD8+CD4-"
"55584",3605,3095,7069,5644,5508,1316,6273,3066,1607,1387,"CD4+CD8-"
"55587",1582,4060,6574,5373,5088,1728,6073,2635,1288,820,"CD4+CD8-"
"55593",2245,3771,6657,1862,5146,2183,5774,5954,1189,875,"CD8+CD4-"
"55595",2309,3011,6927,5595,5322,1780,6211,2711,1536,1058,"CD4+CD8-"
"55597",2852,4964,6679,2054,5607,2439,5337,6109,2124,1131,"CD8+CD4-"
"55604",2571,3007,3441,4364,5394,3165,4046,4359,4802,7029,"Eosinophils"
"55607",3713,3528,6781,5490,5135,2770,5990,2636,653,609,"CD4+CD8-"
"55610",3163,4086,6624,3170,5195,2879,5876,6036,1445,1049,"CD8+CD4-"
"55611",2993,3302,6866,2248,5761,1294,5362,5835,2075,1558,"CD8+CD4-"
"55613",2074,2590,6618,5418,5143,2528,5975,2897,1147,967,"CD4+CD8-"
"55616",5860,4150,1357,6095,5470,1677,1317,6381,1584,1128,"Mature SIg Lambda"
"55619",1939,3013,7079,5695,5533,2305,6373,2574,1654,1245,"CD4+CD8-"
"55620",2324,2065,3193,4120,5456,2882,2690,3699,5094,6744,"Eosinophils"
"55621",1268,4188,6743,5410,5237,1492,6655,1600,1419,1242,"CD4+CD8-"
"55627",2095,4231,2011,4252,5444,4184,2206,4862,2561,3027,"Monocytes"
"55628",2952,4392,7010,5587,5282,1618,6054,695,1442,1211,"CD4+CD8-"
"55631",2532,4247,2931,3746,4931,3595,2256,4506,2564,2339,"Monocytes"
"55636",2298,4157,6067,5106,5092,1475,5770,3118,1728,907,"CD4+CD8-"
"55644",2436,4310,2703,4374,5435,3068,2266,4009,2966,2711,"Monocytes"
"55652",2729,2624,6930,1878,5555,4000,4889,6348,1976,1534,"CD8+CD4-"
"55656",2374,2330,6668,3938,5166,1358,4996,5755,1792,1046,"CD8+CD4-"
"55658",2147,2789,6784,802,5487,2615,6465,6267,2165,936,"CD8+CD4-"
"55661",2503,2607,6364,3265,5533,4788,5105,6733,2395,1537,"CD8+CD4-"
"55662",2024,2763,6486,1750,5240,1220,5951,6362,1352,1044,"CD8+CD4-"
"55663",2209,3480,6813,2201,5711,2676,4338,6279,1927,1430,"CD8+CD4-"
"55665",2749,5157,1812,3907,5053,3637,1334,4561,2564,3241,"Monocytes"
"55666",2991,3686,6829,5616,5279,2398,6105,3258,1422,910,"CD4+CD8-"
"55669",3059,5171,2720,4395,5018,4057,2553,5018,2870,3398,"Monocytes"
"55673",2275,2030,6955,870,5351,380,5724,5748,2089,1305,"CD8+CD4-"
"55679",2782,4366,7051,5352,5059,1741,5689,3154,1815,890,"CD4+CD8-"
"55681",1402,2344,7047,5599,5191,1899,6224,2241,1585,1021,"CD4+CD8-"
"55682",2029,2992,6867,1430,5581,1082,6290,6413,2114,1373,"CD8+CD4-"
"55684",2621,4151,2058,4644,5265,2993,2472,4398,3396,1919,"Monocytes"
"55685",2191,4637,2161,5034,4860,2328,2604,3902,2728,2353,"Monocytes"
"55689",1739,2010,6779,5366,5171,2513,6386,3027,1770,981,"CD4+CD8-"
"55695",2154,3871,2069,2398,5566,4393,2116,5873,2074,1408,"CD56dim"
"55697",2632,3341,6554,2115,5361,2584,4441,5872,1803,1203,"CD8+CD4-"
"55699",2514,2312,6981,1483,5573,2349,6485,6321,1363,1258,"CD8+CD4-"
"55702",2293,3017,2047,1618,5517,5209,1093,5479,2127,1826,"CD56dim"
"55708",2168,1644,6785,1115,5553,2018,5420,5992,1971,1077,"CD8+CD4-"
"55712",2069,4230,6910,1705,5447,2593,6412,6261,1694,1267,"CD8+CD4-"
"55714",2416,3490,6889,5510,5145,1873,5934,2461,1968,910,"CD4+CD8-"
"55719",2612,4217,6970,5661,5348,2134,5873,1855,1155,910,"CD4+CD8-"
"55723",2172,3411,3129,4151,5256,3006,3179,4418,5186,6668,"Eosinophils"
"55726",2162,3183,6684,5231,5274,2300,5844,1450,1535,606,"CD4+CD8-"
"55735",1972,4869,7015,2648,5725,2289,6134,6531,1705,1288,"CD8+CD4-"
"55738",2083,2817,6461,1710,5363,1181,5862,6247,1887,1381,"CD8+CD4-"
"55742",2210,2218,6890,5375,4848,2188,5811,1672,1268,803,"CD4+CD8-"
"55744",2071,4392,7083,5738,5417,1507,6029,973,1594,820,"CD4+CD8-"
"55746",2700,4583,7041,5707,5311,1209,6619,2646,1990,1029,"CD4+CD8-"
"55748",2349,5483,2206,4357,5068,3919,1926,4808,2942,3798,"Monocytes"
"55751",2814,3750,7172,5764,5442,1697,6453,1524,1683,1253,"CD4+CD8-"
"55755",1928,3170,7128,1171,5541,2527,6451,6278,1600,1173,"CD8+CD4-"
"55757",2152,3662,6459,1168,4747,3624,1983,5760,1827,846,"CD8+CD4-"
"55759",2100,2921,3870,4371,5468,3119,3356,4261,5395,7338,"Eosinophils"
"55763",2423,4959,2038,4631,5271,2544,2628,4653,2929,2405,"Monocytes"
"55768",3592,4563,3832,5416,5039,3075,2663,4864,2581,4524,"Monocytes"
"55779",2460,5093,1209,4009,5282,3273,1993,4743,2547,3249,"Monocytes"
"55790",1395,2712,5882,1962,4915,1573,5829,5904,2016,1245,"CD8+CD4-"
"55800",1153,3256,7102,5596,5288,1337,6364,3067,1358,875,"CD4+CD8-"
"55801",2819,4671,2523,4150,5265,3659,1547,4545,2477,3361,"Monocytes"
"55808",1928,4067,7107,5764,5562,1620,6997,1629,2429,1626,"CD4+CD8-"
"55811",1431,3968,6935,5383,5064,2561,6033,2179,634,913,"CD4+CD8-"
"55814",1529,2942,6718,5566,5466,2022,5765,1186,1928,1250,"CD4+CD8-"
"55816",2409,2767,7035,1319,5570,1743,5231,6468,2277,1432,"CD8+CD4-"
"55818",2815,4511,1883,4513,5501,2885,2683,4115,3367,3023,"Monocytes"
"55819",6147,2628,2955,6277,5348,4107,3151,2910,1650,1206,"Mature SIg Kappa"
"55823",1847,2279,6924,5510,5265,2092,6066,1708,1613,1089,"CD4+CD8-"
"55829",2365,4311,3935,4235,4951,3366,2482,4369,2453,2159,"Monocytes"
"55830",2068,4165,6770,5324,5140,2293,6071,2409,1823,921,"CD4+CD8-"
"55833",2547,4469,2621,4320,5347,3585,3713,4051,2388,2729,"Monocytes"
"55835",1589,3436,6658,2161,5233,2558,6026,6082,1474,1080,"CD8+CD4-"
"55845",3551,3016,6507,2342,5402,2187,6069,6179,2027,913,"CD8+CD4-"
"55846",2658,4032,2419,4258,5236,3786,3597,4514,2772,3312,"Monocytes"
"55847",3966,3537,6969,5770,5623,2041,7062,2597,1949,1432,"CD4+CD8-"
"55849",1765,3546,6364,5405,5026,1880,5829,1388,1553,814,"CD4+CD8-"
"55854",2434,602,6948,1127,5390,3196,6404,6295,1989,1505,"CD8+CD4-"
"55860",1869,4161,6825,5514,5254,2152,6380,1731,1726,956,"CD4+CD8-"
"55861",2659,3552,3226,4515,5455,2894,3163,4735,5412,7136,"Eosinophils"
"55863",2230,1926,6674,5301,5095,1658,6154,1543,1969,893,"CD4+CD8-"
"55872",2490,3135,5874,4574,3940,2275,5040,2409,631,1032,"CD4+CD8-"
"55874",2131,2321,6629,5520,5211,1714,6115,2441,1894,701,"CD4+CD8-"
"55875",2046,4685,6762,2472,5458,1715,6387,6048,1524,987,"CD8+CD4-"
"55877",1032,4209,7055,5732,5370,1886,6024,2191,1188,1052,"CD4+CD8-"
"55881",3153,3028,6856,5500,5308,2655,5745,3447,1112,921,"CD4+CD8-"
"55883",2456,4674,6902,5335,5105,2318,6020,3984,1293,1007,"CD4+CD8-"
"55886",2007,2767,6889,2148,5679,4294,5242,6410,2126,1526,"CD8+CD4-"
"55893",2315,4065,6985,5375,5122,1722,5991,2536,1439,867,"CD4+CD8-"
"55895",2900,2403,7148,5638,5075,1969,6144,2426,2152,1378,"CD4+CD8-"
"55896",2689,3901,3859,4822,5394,3614,3334,5150,4443,6937,"Eosinophils"
"55897",2609,2663,7004,5836,5655,1218,6852,3331,2239,1424,"CD4+CD8-"
"55898",5898,4232,1272,6240,5429,1089,864,6738,1719,958,"Mature SIg Lambda"
"55903",648,4608,6853,5523,5461,1713,6722,2976,1790,1416,"CD4+CD8-"
"55904",2569,3456,3850,4113,5270,2856,3848,4353,4331,6841,"Eosinophils"
"55917",3529,3807,3026,4948,5277,2855,1949,4752,2887,3924,"Monocytes"
"55922",1995,2990,6693,5241,4971,1383,5696,2729,1813,950,"CD4+CD8-"
"55923",2467,3655,6907,2693,5522,775,6029,6382,1853,1316,"CD8+CD4-"
"55924",1471,2919,6609,2151,5404,3140,6583,6313,2905,1473,"CD8+CD4-"
"55926",1396,2845,6646,30,5335,1672,6178,6084,1481,984,"CD8+CD4-"
"55933",3407,4502,7060,5361,5182,2124,6545,2773,1606,958,"CD4+CD8-"
"55942",3423,3260,6750,5345,5169,1460,6015,3286,2125,990,"CD4+CD8-"
"55944",1276,3981,7169,5691,5138,2102,6051,640,1549,1004,"CD4+CD8-"
"55945",2785,3433,2668,3637,4993,3150,1691,3442,2500,2793,"Monocytes"
"55947",6305,1028,2988,6779,5264,5918,2582,3569,1949,1206,"Mature SIg Kappa"
"55948",2674,4483,6857,3276,5397,2663,6007,6314,1419,1203,"CD8+CD4-"
"55952",1899,4235,7221,5739,5313,1552,6038,1564,1363,893,"CD4+CD8-"
"55955",4227,2266,1263,4792,4013,1664,2158,4826,1159,621,"Mature SIg Lambda"
"55958",2968,1391,6007,4630,4436,1907,4944,2683,732,774,"CD4+CD8-"
"55959",2545,5233,3357,2095,5471,5002,2600,4626,1895,1368,"CD56dim"
"55968",2613,3729,7223,5648,5392,2083,6065,3007,1669,1319,"CD4+CD8-"
"55978",2756,3129,6907,2330,5346,2571,6306,6334,1560,1049,"CD8+CD4-"
"55997",2481,3635,7096,5648,5501,1991,6345,3342,1550,1324,"CD4+CD8-"
"56000",1274,3780,7236,5596,5334,2075,6084,1716,1257,1153,"CD4+CD8-"
"56002",2525,3020,6836,5470,5190,1566,6379,1972,1908,1029,"CD4+CD8-"
"56004",2774,2916,6876,5304,5112,2211,5656,2127,1508,785,"CD4+CD8-"
"56006",3073,2506,5503,3801,3752,1602,4385,1770,1280,477,"CD4+CD8-"
"56011",2583,1631,6707,1935,5030,2399,6348,6345,2129,1131,"CD8+CD4-"
"56012",420,2927,6722,2597,5460,1930,6420,6214,2315,1600,"CD8+CD4-"
"56013",1171,5937,7423,5709,5562,1974,6445,1992,1808,1397,"CD4+CD8-"
"56014",3079,2636,6758,5413,5138,1185,5936,2554,1544,907,"CD4+CD8-"
"56015",2071,2477,6696,5283,5051,1907,5945,2605,1398,861,"CD4+CD8-"
"56020",3502,2773,6865,5733,5286,1638,6987,900,1771,1335,"CD4+CD8-"
"56022",2859,4500,1201,4314,5244,3912,2401,4630,2808,2825,"Monocytes"
"56034",2526,2745,3217,4236,5254,3219,3495,4215,4970,6967,"Eosinophils"
"56036",2358,858,6610,2316,5684,656,5518,6321,2112,1272,"CD8+CD4-"
"56040",2862,4387,6822,5564,5354,1896,5658,1565,1349,881,"CD4+CD8-"
"56041",6089,4372,3065,6163,5386,5188,1593,2416,1985,797,"Mature SIg Kappa"
"56045",1825,3105,6723,5286,5010,2070,5761,1683,1743,1131,"CD4+CD8-"
"56054",1803,1948,6755,5376,5093,1783,6470,3191,1677,1209,"CD4+CD8-"
"56055",5925,1817,2403,6526,5141,3769,1097,6452,1981,1186,"Mature SIg Lambda"
"56062",1730,3421,7271,5663,5284,1773,6037,2865,1544,1083,"CD4+CD8-"
"56067",2754,3069,3797,4326,5311,2877,3819,4014,4619,6870,"Eosinophils"
"56068",1963,2544,6838,2048,5512,1713,5643,6094,1755,1233,"CD8+CD4-"
"56070",2032,3838,6848,5370,5231,1310,5875,2351,1247,759,"CD4+CD8-"
"56075",3394,4569,3602,4534,5436,3643,2934,4755,3045,3341,"Monocytes"
"56076",2000,1933,7151,2227,5449,1076,6253,6303,1675,1120,"CD8+CD4-"
"56077",1038,2082,6794,2027,5739,2986,6503,6614,2046,1523,"CD8+CD4-"
"56085",1704,3940,6968,5741,5546,1869,6912,2049,1376,1111,"CD4+CD8-"
"56097",669,6007,7023,5759,5427,2338,6624,2795,1162,958,"CD4+CD8-"
"56098",2073,2920,6891,2169,5803,436,6505,6507,2469,1486,"CD8+CD4-"
"56100",2030,4181,7213,5670,5430,2125,6139,3956,2116,1655,"CD4+CD8-"
"56101",5932,1598,2671,6519,5382,4455,3388,2831,1857,1411,"Mature SIg Kappa"
"56103",5324,3971,3113,5342,4856,4807,1479,1953,844,774,"Mature SIg Kappa"
"56106",1798,2128,6969,5674,5455,1708,5952,1466,1379,852,"CD4+CD8-"
"56111",1783,3678,6880,2305,5432,2387,5862,6223,2014,1097,"CD8+CD4-"
"56112",1238,3870,7051,5777,5443,2105,6688,667,1890,1346,"CD4+CD8-"
"56115",5384,3626,3044,5564,4666,1474,2055,5862,1318,668,"Mature SIg Lambda"
"56119",1981,3439,6690,5638,5528,2360,7346,1174,2255,1574,"CD4+CD8-"
"56120",2524,3758,3841,4636,5350,3354,3456,4965,3922,6890,"Eosinophils"
"56121",3827,3075,6750,5515,5429,1966,6769,2996,1218,1100,"CD4+CD8-"
"56124",1977,2622,7523,5811,5520,2024,6138,1254,1655,1250,"CD4+CD8-"
"56130",2023,2883,6918,5549,5325,1570,6176,2659,1395,1091,"CD4+CD8-"
"56143",1972,5601,391,1518,5485,4929,1682,5571,2135,1605,"CD56dim"
"56146",2625,1341,6968,5707,5476,1510,5157,1805,2293,1253,"CD4+CD8-"
"56152",1650,4328,6878,5441,5267,1818,6416,3266,1949,1089,"CD4+CD8-"
"56156",3026,3461,6223,5015,4780,1763,5568,1344,1225,537,"CD4+CD8-"
"56161",1767,3587,7308,5735,5360,1909,6097,2309,2049,1272,"CD4+CD8-"
"56162",1658,3810,7115,5660,5489,1988,6183,2342,1515,1233,"CD4+CD8-"
"56163",2499,4406,7160,5682,5479,1774,6238,1891,1742,1103,"CD4+CD8-"
"56164",2974,2668,6595,1973,5735,5015,5239,6680,2362,1761,"CD8+CD4-"
"56174",2761,4367,4051,4510,5096,3446,3248,4157,3766,3592,"Monocytes"
"56180",1020,3692,6944,5723,5310,1775,6674,1924,2218,1324,"CD4+CD8-"
"56182",3569,3591,6668,698,5581,3352,6641,6330,1974,1411,"CD8+CD4-"
"56185",2501,1103,6972,2399,5215,2249,5966,5399,1846,1156,"CD8+CD4-"
"56189",2452,4646,2909,3824,5095,3266,1879,4318,2385,2934,"Monocytes"
"56190",2315,2717,3626,4371,5214,3119,3592,4204,4706,6996,"Eosinophils"
"56191",2020,3535,6360,1185,5401,2334,5959,6133,1220,1184,"CD8+CD4-"
"56193",2925,5132,2046,4387,5292,3658,2506,4605,2564,3534,"Monocytes"
"56195",1162,1488,6778,1283,5435,1708,6557,6024,1873,1338,"CD8+CD4-"
"56197",2564,2732,6743,5668,5387,1830,6376,2600,2405,1813,"CD4+CD8-"
"56198",2918,4384,7217,5628,5445,1923,6364,386,1521,924,"CD4+CD8-"
"56201",2445,4188,4194,4682,5405,3088,3620,4687,4759,7415,"Eosinophils"
"56204",2271,2696,6386,993,4931,1734,5674,5729,1262,621,"CD8+CD4-"
"56206",2356,2832,3594,4240,5352,3061,2970,3720,4943,7387,"Eosinophils"
"56207",2718,3441,3342,3606,5096,4112,1044,4772,2370,3939,"Monocytes"
"56209",2279,5878,438,2241,5385,5111,2961,5818,1725,1408,"CD56dim"
"56210",2939,3167,6804,579,5360,672,6328,6245,1526,1228,"CD8+CD4-"
"56213",2804,4561,7026,5684,5399,1741,5793,3659,1519,1142,"CD4+CD8-"
"56217",5846,4864,605,6124,5377,1502,2926,6057,2259,730,"Mature SIg Lambda"
"56218",1964,3492,5909,2069,4799,2189,5509,5901,1788,829,"CD8+CD4-"
"56222",3880,4038,2954,4243,5167,2599,2511,4247,3199,3482,"Monocytes"
"56224",2052,4223,860,986,5633,4851,2720,5476,1613,1362,"CD56dim"
"56228",2578,682,6941,4734,5580,956,5590,6367,1955,1459,"CD8+CD4-"
"56232",2855,2200,6995,5613,5412,1666,6368,1091,1634,995,"CD4+CD8-"
"56233",2777,1429,7285,5789,5441,2188,6105,3026,1674,1027,"CD4+CD8-"
"56248",5988,2899,1046,5935,5210,4435,2220,2604,1843,993,"Mature SIg Kappa"
"56251",2228,2282,7178,4259,5544,1905,6102,6366,2219,1280,"CD8+CD4-"
"56254",2596,1945,6921,5698,5397,1634,7045,2335,1835,1319,"CD4+CD8-"
"56255",2004,2750,5262,2716,4854,1928,4980,1318,1599,671,"TCRgd-"
"56258",858,3705,6589,5451,5459,1930,7032,1967,1789,1261,"CD4+CD8-"
"56262",2842,2947,6734,3805,5258,1500,5452,5831,2265,1189,"CD8+CD4-"
"56269",2269,995,7127,5440,5008,1954,5781,1991,1502,855,"CD4+CD8-"
"56274",4909,4690,1382,5634,4158,4691,3870,1239,1568,689,"Mature SIg Kappa"
"56275",3394,2719,6267,2873,5513,608,6340,5975,2149,1186,"CD8+CD4-"
"56281",1804,1607,6678,5626,5416,2281,6605,1734,2409,1725,"CD4+CD8-"
"56284",2512,1305,7058,5740,5612,2333,5596,2471,2246,1327,"CD4+CD8-"
"56285",900,4021,6805,1262,5232,1485,5952,5639,1673,1111,"CD8+CD4-"
"56287",3275,3463,6772,5581,5471,1777,6091,2110,1477,1063,"CD4+CD8-"
"56289",2473,2404,7179,3502,5660,1041,5718,6357,2125,1261,"CD8+CD4-"
"56290",2991,5041,2991,1407,5428,5167,1057,5633,2031,1618,"CD56dim"
"56292",2511,3480,6711,2332,5596,1828,6510,6452,2019,1373,"CD8+CD4-"
"56294",2398,4064,6544,4940,4830,1696,5770,1683,820,668,"CD4+CD8-"
"56296",2309,5030,1561,4070,5293,4871,1368,4832,2811,3235,"Monocytes"
"56305",950,2542,6521,5795,5598,2517,7019,903,2030,1497,"CD4+CD8-"
"56308",2575,874,7162,4008,5315,1969,6096,6176,1324,970,"CD8+CD4-"
"56309",2506,2257,6842,5617,5238,1330,6507,2633,1682,1128,"CD4+CD8-"
"56322",1128,4120,7168,5749,5202,1749,5857,2773,1543,1027,"CD4+CD8-"
"56324",1663,2376,6800,5936,5593,1891,6270,1817,2121,1432,"CD4+CD8-"
"56329",1842,4519,6657,5580,5489,1457,6364,2050,1282,981,"CD4+CD8-"
"56330",2159,3748,2199,1978,5415,6202,2620,3219,1934,1275,"CD56bright"
"56331",3292,4005,3737,4280,5408,2666,2532,3940,7492,7147,"Eosinophils"
"56332",1772,2992,7110,5889,5572,1687,6559,899,1837,1395,"CD4+CD8-"
"56335",2937,4553,3081,4314,5269,3296,2508,4638,3386,3088,"Monocytes"
"56346",2804,4785,6597,5089,4955,1521,6631,2491,1621,938,"CD4+CD8-"
"56347",2464,4873,1915,3550,5314,3943,976,4824,2674,3090,"Monocytes"
"56352",3415,2439,6982,1070,5649,3422,5472,6497,2111,1507,"CD8+CD4-"
"56353",2014,2472,954,1692,5607,5041,4679,5603,1961,1368,"CD56dim"
"56358",2236,3281,3760,4508,5445,2805,2891,4094,3920,6729,"Eosinophils"
"56359",2275,4215,7008,5378,5104,2508,6092,2996,1877,1494,"CD4+CD8-"
"56366",6168,2731,1383,7084,5873,3767,3082,7273,2615,2128,"Mature SIg Lambda"
"56369",2722,2749,7006,5572,5122,1921,6287,1595,1675,918,"CD4+CD8-"
"56370",1869,4115,6982,5657,5351,1498,5752,1894,1412,838,"CD4+CD8-"
"56371",1831,3824,6769,5375,5219,1948,6584,2602,1029,832,"CD4+CD8-"
"56373",3309,2658,6883,1798,5409,2849,6175,6407,1630,1139,"CD8+CD4-"
"56376",1770,2755,899,2257,5692,5233,2827,5900,2349,1618,"CD56dim"
"56385",2371,4129,6634,2357,5791,3236,6558,6432,2256,1679,"CD8+CD4-"
"56387",3112,4049,7022,5663,5270,1692,5849,1429,1645,1186,"CD4+CD8-"
"56395",3027,5035,6468,5527,5239,2462,6287,1500,946,1097,"CD4+CD8-"
"56396",3050,1995,7009,5844,5447,1814,6964,1207,2062,1397,"CD4+CD8-"
"56403",2115,875,6944,1605,5869,3231,5260,6620,2164,1523,"CD8+CD4-"
"56405",2792,3531,7089,2609,5344,849,6254,6258,1653,829,"CD8+CD4-"
"56407",2053,823,6965,1437,5471,1844,6156,6178,1626,1258,"CD8+CD4-"
"56408",2858,2228,7085,5424,5128,2076,6063,2590,1414,835,"CD4+CD8-"
"56421",1064,1310,7251,5874,5817,2198,5881,2922,2399,1869,"CD4+CD8-"
"56424",1509,3050,6834,5515,5332,1810,6918,452,1786,1136,"CD4+CD8-"
"56427",2339,4225,7078,5870,5316,2250,6125,2220,1534,995,"CD4+CD8-"
"56429",5502,5528,2452,6245,5096,4822,4079,2516,1720,852,"Mature SIg Kappa"
"56430",2216,3144,6776,5404,5450,1591,6317,503,1641,1142,"CD4+CD8-"
"56432",2551,5075,2970,4169,5370,4148,2734,4848,2945,3541,"Monocytes"
"56439",3309,3686,3597,4808,5471,3461,3234,4662,5527,7584,"Eosinophils"
"56440",1986,1797,6647,5411,5235,2100,5911,1215,1773,1007,"CD4+CD8-"
"56441",2206,2299,3570,4214,5316,2774,2992,3934,4713,6907,"Eosinophils"
"56448",2040,3300,6573,5490,5355,2460,5927,559,1568,953,"CD4+CD8-"
"56453",1188,2720,6886,5991,5522,1304,6934,1234,2267,1590,"CD4+CD8-"
"56454",3335,5019,2029,4129,5357,3998,2484,5059,2591,3257,"Monocytes"
"56463",2210,3517,1933,579,5574,5126,2953,4019,1943,1475,"CD56dim"
"56468",1476,5862,6990,5535,5309,2430,6851,2598,1917,1134,"CD4+CD8-"
"56469",1464,2694,7346,5871,5508,1360,6483,2715,1709,1161,"CD4+CD8-"
"56474",2331,6096,681,2687,5392,5055,2735,5380,2031,1340,"CD56dim"
"56479",2884,1813,6992,5584,5317,1803,5596,2829,1257,924,"CD4+CD8-"
"56482",2627,3011,6550,1694,5089,1909,5936,5957,1125,695,"CD8+CD4-"
"56486",1663,1207,7012,5819,5553,1229,5494,3172,2029,1340,"CD4+CD8-"
"56487",2415,4700,1958,733,5479,5247,797,4885,2185,1462,"CD56dim"
"56491",2346,4623,2572,3974,5306,3845,2606,4813,2383,3622,"Monocytes"
"56492",2067,2114,6885,3447,5590,2449,5933,6310,1632,1319,"CD8+CD4-"
"56494",2541,4009,3843,4582,5372,2800,4012,4966,4710,7253,"Eosinophils"
"56498",2222,3336,3280,4392,5338,2355,2829,4332,5045,6692,"Eosinophils"
"56501",2240,2455,6475,2162,5309,2729,6019,6205,1258,1258,"CD8+CD4-"
"56515",1923,2750,6799,406,5438,2363,6327,6284,1768,1195,"CD8+CD4-"
"56524",2226,5032,2870,1503,4857,5123,1462,3869,1449,780,"CD56dim"
"56525",1953,3185,3719,4390,5272,3256,3906,3975,4336,7158,"Eosinophils"
"56531",1669,2637,6896,1343,5502,1240,6178,6362,1867,1206,"CD8+CD4-"
"56534",6457,4539,1883,6268,5338,5600,767,2927,1997,1250,"Mature SIg Kappa"
"56536",1462,3381,6926,5573,5021,1669,5475,1498,1832,898,"CD4+CD8-"
"56544",2577,1708,6643,5060,4932,2213,5628,2374,1454,747,"CD4+CD8-"
"56546",2421,1746,6634,5846,5507,1627,6324,2639,1677,1332,"CD4+CD8-"
"56550",2086,3340,6708,1301,5564,954,4524,6238,1793,1046,"CD8+CD4-"
"56551",2083,4505,3314,4772,5358,3443,3679,5258,4569,7005,"Eosinophils"
"56553",3122,2214,6470,2181,4778,2191,5436,5123,1224,510,"CD8+CD4-"
"56555",2041,4252,1567,3480,4186,2625,2329,3548,1891,1291,"Monocytes"
"56557",1728,4569,6932,5599,5325,2285,6340,1538,1776,1389,"CD4+CD8-"
"56558",1441,1650,6805,1188,5512,1277,6255,5966,1695,1387,"CD8+CD4-"
"56560",1984,4239,7304,5476,5090,2055,6124,1991,1664,878,"CD4+CD8-"
"56561",2298,5165,6774,2211,5300,2177,3418,6065,1832,956,"CD8+CD4-"
"56573",2352,5319,1376,4654,5365,3925,2262,4863,2849,3700,"Monocytes"
"56575",2945,2949,6699,2845,5153,2163,5976,5920,1456,709,"CD8+CD4-"
"56579",1575,3741,6688,2068,5477,1286,6365,6220,1634,1343,"CD8+CD4-"
"56585",6116,4763,2272,6208,5162,4692,2234,3198,1470,867,"Mature SIg Kappa"
"56591",1387,3864,7106,5430,5265,1731,6486,490,1323,832,"CD4+CD8-"
"56593",2958,4226,6768,5555,5165,1924,5615,1217,1405,875,"CD4+CD8-"
"56595",2538,2376,6761,5335,5358,2335,6003,1141,1378,774,"CD4+CD8-"
"56596",2949,2564,6622,5591,5424,1995,6582,229,2015,1200,"CD4+CD8-"
"56597",1633,543,7272,5721,5458,1817,6019,2207,1859,1305,"CD4+CD8-"
"56602",6098,3485,1580,6088,5349,5158,2335,2975,1468,1007,"Mature SIg Kappa"
"56614",3069,2862,6836,5526,5578,1409,6482,435,2239,1335,"CD4+CD8-"
"56623",1312,4525,7339,5622,5303,1614,6105,1140,1489,1015,"CD4+CD8-"
"56627",2916,2164,6772,5750,5522,1627,7091,3112,2577,1478,"CD4+CD8-"
"56630",3009,4616,6996,5893,5632,1769,6251,2618,1939,1136,"CD4+CD8-"
"56641",2319,436,6872,5733,5470,1480,6222,2296,1593,1319,"CD4+CD8-"
"56647",2106,2287,6148,2874,4522,1370,2138,5611,1693,733,"CD8+CD4-"
"56649",3452,3771,4084,4475,5278,3555,2957,4399,2945,3704,"Monocytes"
"56655",2531,552,7075,1885,5720,1672,1055,6341,2015,1181,"CD8+CD4-"
"56658",2690,1734,6903,2251,5268,1065,5786,5461,1855,832,"CD8+CD4-"
"56660",2301,1698,6883,5889,5566,1710,6440,2220,2633,1647,"CD4+CD8-"
"56662",2787,3244,7254,5802,5507,1900,5689,1948,1671,1220,"CD4+CD8-"
"56666",2715,3663,4078,4613,5440,2705,4309,4768,4440,7102,"Eosinophils"
"56670",1289,2719,6775,5433,5269,1321,7182,1125,1802,1319,"CD4+CD8-"
"56671",2300,4163,6898,5488,5300,1879,6040,2641,1316,1083,"CD4+CD8-"
"56677",2710,1035,6823,5601,5362,2120,6176,1204,2158,961,"CD4+CD8-"
"56678",3266,3545,6699,1270,5402,2246,6301,6364,1659,1125,"CD8+CD4-"
"56681",2653,2661,3592,4696,5313,3531,3809,4552,4510,6991,"Eosinophils"
"56684",2750,3665,6881,663,5673,2536,5112,6455,2170,1526,"CD8+CD4-"
"56689",1419,1908,6608,2009,5090,996,5686,5387,1484,1024,"CD8+CD4-"
"56690",6235,4937,2345,6443,5397,935,2674,6269,1426,1111,"Mature SIg Lambda"
"56691",2767,2889,6943,1064,5480,2039,5951,6230,1601,941,"CD8+CD4-"
"56693",2055,4310,1025,2261,5641,4874,2862,4164,1945,1422,"CD56dim"
"56695",481,2097,6934,1118,5696,2278,6502,6517,1965,1368,"CD8+CD4-"
"56701",1544,3454,6599,816,5622,649,6621,6460,1743,1324,"CD8+CD4-"
