"","CD19/TCRgd:PE Cy7-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL","CD38:APC H7-A LOGICAL","CD45:PO-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"16196",1363,3835,7243,5789,5545,1421,5741,2804,2022,1394,"CD4+CD8-"
"16207",2315,2181,7066,5517,5261,1700,5679,2775,1610,1156,"CD4+CD8-"
"16213",2444,3545,7093,5313,5162,2035,5900,2192,1366,1066,"CD4+CD8-"
"16218",2195,2796,7117,5595,5263,1770,5608,2468,1502,1266,"CD4+CD8-"
"16219",1751,6114,3473,1913,4517,4038,4371,4875,1099,1828,"CD56dim"
"16220",2225,4634,1815,2063,5488,4362,3119,4199,1026,858,"CD56dim"
"16225",993,1851,6893,5329,5339,1447,6368,2768,1596,779,"CD4+CD8-"
"16233",2644,4992,3959,4806,5535,2744,3459,5141,4808,6748,"Eosinophils"
"16238",1567,3955,6594,1627,5297,2393,6051,5938,1113,843,"CD8+CD4-"
"16240",1610,3159,7330,5651,5220,2272,5843,1085,881,1150,"CD4+CD8-"
"16245",3530,6070,7018,5429,5154,2121,6376,571,1841,1244,"CD4+CD8-"
"16248",2455,3441,6717,5212,5205,1621,5960,1335,1387,930,"CD4+CD8-"
"16252",2113,2381,6520,5155,5156,2246,5913,2340,1136,724,"CD4+CD8-"
"16253",3228,3929,6773,1388,5596,1629,5335,6196,2490,1491,"CD8+CD4-"
"16257",2386,4402,7007,307,5527,2117,5540,6092,1937,950,"CD8+CD4-"
"16265",2272,2313,6903,5785,5514,1460,5487,3087,2306,1296,"CD4+CD8-"
"16266",2131,1657,5878,1080,4450,1342,5048,5175,921,972,"CD8+CD4-"
"16268",2471,2500,7018,5213,5013,1911,5812,2190,1809,863,"CD4+CD8-"
"16269",3114,2639,6691,1833,5188,1902,6041,5811,1092,855,"CD8+CD4-"
"16272",2168,4605,681,1692,5463,4471,3245,1788,1691,1531,"CD56dim"
"16273",3301,4135,3163,3344,5161,2695,1903,4286,3592,2993,"Monocytes"
"16274",3083,4640,3897,4931,5640,3055,4242,4566,5945,6879,"Eosinophils"
"16275",2418,3598,3858,3962,5145,3234,3563,5004,3213,3585,"Monocytes"
"16278",2350,3712,6757,5254,4940,2033,5666,2472,951,656,"CD4+CD8-"
"16279",2608,3273,5458,5521,5340,1414,5409,2224,1262,901,"CD4+CD8-"
"16284",3163,2091,7371,5535,5377,1742,6045,2059,1518,1186,"CD4+CD8-"
"16288",1796,3537,7045,5239,5160,2272,5751,2645,857,797,"CD4+CD8-"
"16292",2913,3209,7104,5520,5259,2036,5716,2564,1287,869,"CD4+CD8-"
"16297",2525,4282,6682,5542,5239,1162,5983,2814,1127,935,"CD4+CD8-"
"16302",2405,2786,3521,3266,4915,2366,2561,3975,1777,2360,"Monocytes"
"16308",1540,3772,7132,5381,5246,2027,5753,2731,1234,1012,"CD4+CD8-"
"16314",1674,4214,7076,1358,5538,2759,6592,6077,2318,1343,"CD8+CD4-"
"16319",2658,3159,6963,5233,5103,1105,5769,2060,1547,915,"CD4+CD8-"
"16320",2936,3712,6509,5295,5200,1903,5706,2953,2067,855,"CD4+CD8-"
"16326",2330,4497,7004,5426,5208,2527,5688,2619,1102,909,"CD4+CD8-"
"16328",2774,2433,6981,5649,5271,1596,6096,2551,1661,1083,"CD4+CD8-"
"16331",1504,3165,6846,5363,5150,2559,5865,2513,1177,747,"CD4+CD8-"
"16335",2028,2589,5964,4552,4030,2616,5220,2282,747,573,"CD4+CD8-"
"16341",2974,3348,6788,5516,5407,1385,6164,2300,1135,978,"CD4+CD8-"
"16344",2192,3080,7029,5378,5194,2167,6111,3195,1524,837,"CD4+CD8-"
"16350",1973,1449,6450,5331,4970,1974,5027,3177,1976,1097,"CD4+CD8-"
"16352",2204,5381,7064,5653,5192,2036,6007,2360,1633,1049,"CD4+CD8-"
"16358",2927,4264,4046,4354,5564,3710,2675,4262,2525,2775,"Monocytes"
"16360",2716,1948,6994,4079,5684,1721,4749,6352,2082,1367,"CD8+CD4-"
"16362",2196,4111,6587,5133,4818,2106,5409,2265,858,683,"CD4+CD8-"
"16367",2218,4350,3059,578,5631,3490,2386,4592,1651,1006,"CD56dim"
"16370",2283,3041,6749,5628,5357,2491,5695,2895,1135,918,"CD4+CD8-"
"16371",2217,3943,6877,5508,5331,2349,5949,2845,1148,961,"CD4+CD8-"
"16372",2636,4591,2931,4108,5458,3197,1291,4458,1621,2039,"Monocytes"
"16376",3111,3967,2857,4551,5554,3639,2837,4499,2525,3149,"Monocytes"
"16382",2987,3390,6926,5750,5491,1835,6320,2564,2218,1502,"CD4+CD8-"
"16386",1511,3768,7047,5500,5328,1805,5604,2045,1261,961,"CD4+CD8-"
"16393",2761,3559,7415,5517,5227,1222,5739,1545,1466,1142,"CD4+CD8-"
"16403",1736,1987,6364,5504,5222,1617,5852,2479,1612,1080,"CD4+CD8-"
"16406",1364,3996,7145,5451,5226,1638,5959,2930,1072,1108,"CD4+CD8-"
"16408",1275,4222,7102,5392,5219,2836,5920,3495,1076,886,"CD4+CD8-"
"16414",1805,4007,6953,1933,5239,1761,6028,6046,1055,912,"CD8+CD4-"
"16416",2877,5330,7260,5548,5354,2702,6487,1903,1541,1294,"CD4+CD8-"
"16417",2954,4322,4146,5163,5602,3558,4102,4923,3705,6911,"Eosinophils"
"16418",2799,3157,6564,5542,5394,2050,5935,3356,1966,2157,"CD4+CD8-"
"16420",1250,3726,6755,1829,5363,1943,6117,5984,1501,1346,"CD8+CD4-"
"16421",1213,4129,7016,5740,5498,1789,6622,2647,2034,1507,"CD4+CD8-"
"16426",2116,4474,3763,4832,5692,3210,4464,4603,4279,7501,"Eosinophils"
"16428",2093,3043,6133,1408,5287,1444,6098,5595,2433,1063,"CD8+CD4-"
"16435",5700,5493,2317,6602,5794,2666,3764,7045,2370,898,"Mature SIg Lambda"
"16438",3059,4066,6492,5127,4797,2178,5402,2716,639,591,"CD4+CD8-"
"16440",2373,4380,6746,5259,5049,1589,5773,2528,802,609,"CD4+CD8-"
"16447",2713,4926,3651,4887,5415,3891,3250,4934,2989,3499,"Monocytes"
"16450",2437,2060,6907,1564,5480,1549,4576,6167,2201,1335,"CD8+CD4-"
"16453",1577,1436,6687,5477,5385,1676,6907,1959,2526,1280,"CD4+CD8-"
"16454",2662,2271,6426,5016,5017,2198,5208,2092,697,570,"CD4+CD8-"
"16455",2103,3972,6922,5522,5415,1310,6017,3154,1225,1136,"CD4+CD8-"
"16456",2415,2594,5860,1647,4740,2821,5224,5354,812,671,"CD8+CD4-"
"16459",2799,2541,7067,5344,5127,1937,5564,2634,1192,782,"CD4+CD8-"
"16461",2108,3439,6728,5569,5420,1780,6659,2790,1479,1038,"CD4+CD8-"
"16463",2205,3771,2887,996,5384,3790,2181,4066,2392,901,"CD56dim"
"16469",2061,4276,1399,2534,5586,4890,2130,5121,1807,1356,"CD56dim"
"16471",2457,2401,7167,5474,5183,2067,5766,2451,1130,1046,"CD4+CD8-"
"16475",1180,3157,6376,5716,5516,3589,6672,3909,1168,1029,"CD4+CD8-"
"16476",2020,4258,6983,5254,5055,2529,5371,2962,642,694,"CD4+CD8-"
"16478",2601,3125,2572,4428,5078,2873,1623,4466,2563,2186,"Monocytes"
"16486",6153,2641,2752,6708,5184,2242,1591,5940,1487,1183,"Mature SIg Lambda"
"16487",2535,4799,5322,4516,5290,3734,3565,4454,2198,2748,"Monocytes"
"16492",3036,4684,4577,5016,5732,3436,4056,4937,4493,7422,"Eosinophils"
"16497",3237,3061,2942,3705,5029,3464,2683,4229,1998,2068,"Monocytes"
"16498",2086,4205,482,1142,5301,4466,2047,887,1745,1153,"CD56dim"
"16500",1585,3626,6914,1848,5364,1416,6043,5992,1267,935,"CD8+CD4-"
"16505",2168,2473,7344,5621,5306,2548,6358,1340,1005,1091,"CD4+CD8-"
"16508",2440,2089,6261,4542,4350,1469,5650,1705,826,567,"CD4+CD8-"
"16509",2240,4181,3703,4755,5705,3333,3873,4784,4489,6714,"Eosinophils"
"16510",1940,3405,6089,2041,5235,1740,5580,6074,965,834,"CD8+CD4-"
"16511",1770,3890,7080,6067,5768,2025,6526,2763,2477,1555,"CD4+CD8-"
"16512",3002,2620,7069,5451,5177,2146,5532,2131,796,878,"CD4+CD8-"
"16515",2227,4514,6964,2196,5209,2993,6104,5826,1073,1272,"CD8+CD4-"
"16518",2114,1575,6787,5172,5794,1424,5899,6165,1795,1222,"CD8+CD4-"
"16520",3130,4569,6873,5769,5433,2163,5690,1373,2043,1071,"CD4+CD8-"
"16525",2995,4120,7129,5798,5517,1876,6233,1066,1738,1086,"CD4+CD8-"
"16529",2593,2236,6759,5071,4825,1697,5293,2170,1044,632,"CD4+CD8-"
"16530",1576,3517,6887,2232,5555,2667,5424,6426,2526,1351,"CD8+CD4-"
"16534",3069,4061,7207,5773,5759,2434,7112,2781,2298,1470,"CD4+CD8-"
"16535",2590,3240,3976,4768,5714,3345,3678,4722,5289,6859,"Eosinophils"
"16539",2352,3757,7001,5471,5033,2067,5875,2752,1624,998,"CD4+CD8-"
"16541",1986,1571,6893,5094,5022,2457,5402,1411,1155,741,"CD4+CD8-"
"16543",1674,1787,6835,5864,5671,2494,7173,2170,2223,1746,"CD4+CD8-"
"16557",2370,3047,3411,3231,4692,2473,2691,4121,2383,2739,"Monocytes"
"16560",1012,3015,6796,1547,5338,2526,6100,5849,1986,907,"CD8+CD4-"
"16561",2604,2079,6735,5308,4829,1774,4789,923,1267,691,"CD4+CD8-"
"16567",2555,4769,6508,1186,5535,2539,5270,6141,1835,1164,"CD8+CD4-"
"16570",3162,2171,6753,1419,5284,3010,5829,5998,1302,987,"CD8+CD4-"
"16571",1787,2867,6416,4919,4610,2578,5622,1354,842,647,"CD4+CD8-"
"16573",5917,4325,4316,6876,5349,3127,3010,5644,1791,1618,"Mature SIg Lambda"
"16578",2141,2849,2138,2478,5447,2487,1560,3308,2163,1392,"CD56dim"
"16579",2151,4985,1684,1468,5451,3061,1869,3252,2069,1307,"CD56dim"
"16580",2675,4158,4592,4665,5071,4192,3213,4684,1824,2688,"Monocytes"
"16582",2066,4823,1758,2096,5506,2884,2131,4097,2400,1367,"CD56dim"
"16608",1866,4651,2048,813,5605,4815,2978,4428,2037,1424,"CD56dim"
"16609",2415,4186,6574,5350,5380,2717,6183,2661,1228,1069,"CD4+CD8-"
"16612",2622,3527,2825,2427,5586,4834,2958,4965,2259,1494,"CD56dim"
"16622",3102,5619,6504,4622,4358,4420,5235,5656,1049,691,"CD8+CD4-"
"16624",2277,3285,7095,5356,5277,2096,5799,2067,734,1296,"CD4+CD8-"
"16625",2215,5275,3552,3738,5512,4350,3691,5310,1768,2405,"Monocytes"
"16630",6198,4583,2255,6027,5342,5571,4210,3587,1650,779,"Mature SIg Kappa"
"16631",2740,5083,2105,1153,4669,4097,1641,4338,1753,1069,"CD56dim"
"16638",2662,4402,7029,5383,5134,1446,5836,3401,1247,875,"CD4+CD8-"
"16646",2212,2608,6620,822,5458,2180,3084,5975,1577,947,"CD8+CD4-"
"16648",3117,4112,6864,5452,4982,1827,5673,3035,996,771,"CD4+CD8-"
"16656",2547,3048,6785,5442,5140,1934,6184,3153,1509,826,"CD4+CD8-"
"16660",2117,3366,3466,5032,5863,3042,3372,4187,5097,7634,"Eosinophils"
"16661",2572,2993,6642,2098,5638,3282,5554,6245,2167,1310,"CD8+CD4-"
"16662",794,2581,6971,4551,5836,4987,6186,5279,1788,1421,"CD8+CD4-"
"16665",2170,3017,7008,5387,5150,1686,5738,1991,911,712,"CD4+CD8-"
"16666",2322,4580,609,2017,5218,4727,1635,3639,1894,1172,"CD56dim"
"16671",2443,4154,1820,1731,5327,4293,1984,4590,1852,1167,"CD56dim"
"16676",2941,3379,4109,5123,5959,3442,3989,4555,6670,8191,"Eosinophils"
"16677",2195,4555,4249,2605,5584,3869,3396,3622,1949,1389,"CD56dim"
"16679",1889,6475,7137,5549,5395,2404,6436,2042,1590,1274,"CD4+CD8-"
"16684",2598,3593,6616,930,5247,2175,5029,5554,966,1043,"CD8+CD4-"
"16685",2097,3026,6148,4000,4734,1158,4769,5488,1735,860,"CD8+CD4-"
"16686",3083,2567,6792,2297,5281,908,6233,5838,2240,972,"CD8+CD4-"
"16687",2663,3883,3941,5059,5807,3160,4080,4714,4905,6497,"Eosinophils"
"16689",2977,1346,6745,5488,5488,1218,6265,557,1685,1023,"CD4+CD8-"
"16699",2055,3052,4016,4856,5883,3285,3666,4349,4780,7703,"Eosinophils"
"16701",2313,6213,3798,1442,5349,1968,1579,3610,1926,1178,"CD56dim"
"16703",2965,3295,5591,1992,4535,1538,5209,5157,1093,829,"CD8+CD4-"
"16708",2641,2415,6726,5171,5125,1813,5981,2361,1224,811,"CD4+CD8-"
"16711",1324,4210,6812,209,5648,2552,5677,6078,1815,1310,"CD8+CD4-"
"16712",1488,4091,7021,5621,5348,2169,6194,2265,1322,955,"CD4+CD8-"
"16713",2223,4082,4761,4232,5063,2956,2873,4185,2819,1419,"Monocytes"
"16718",2189,3160,5874,846,4430,2309,4696,4864,1684,1233,"CD8+CD4-"
"16719",2648,1507,6777,2360,5453,1997,6182,6017,2045,1313,"CD8+CD4-"
"16723",2381,1774,7225,5616,5332,1971,6021,2051,1342,901,"CD4+CD8-"
"16727",2754,3697,6035,4603,4137,2188,4279,3038,943,516,"CD4+CD8-"
"16744",1037,3523,6756,1858,5742,2033,5885,6444,2084,1472,"CD8+CD4-"
"16752",2493,3440,6500,5197,5289,2240,6470,1656,1628,918,"CD4+CD8-"
"16755",2489,3877,7166,5524,5457,2121,5498,2556,1870,1362,"CD4+CD8-"
"16756",2911,2214,7304,5633,5442,2671,6189,2864,1296,1392,"CD4+CD8-"
"16757",2143,4266,6477,1873,5161,1590,6039,5813,920,697,"CD8+CD4-"
"16765",2802,1526,6764,4688,5292,1495,5751,5967,1638,1083,"CD8+CD4-"
"16766",2586,3685,6784,1969,5746,1600,6073,6324,1991,1083,"CD8+CD4-"
"16769",2792,2629,6631,3781,5057,1481,5283,5583,1631,852,"CD8+CD4-"
"16771",3112,4553,2108,4062,5066,3743,1977,4477,1882,2365,"Monocytes"
"16779",1897,1960,6944,5675,5314,2482,6517,1266,1972,1443,"CD4+CD8-"
"16780",2743,937,6917,5252,5438,1728,6097,2986,1667,1071,"CD4+CD8-"
"16781",1560,3378,6275,2970,4798,1671,5826,5727,2137,1197,"CD8+CD4-"
"16786",2576,3036,6531,1855,5440,2291,6205,6097,1573,1510,"CD8+CD4-"
"16792",5401,4834,4653,5965,5075,4625,4199,5784,1191,1523,"Mature SIg Lambda"
"16794",3121,4452,3877,4841,5646,4033,2446,4969,2813,2929,"Monocytes"
"16797",2915,4403,3143,4244,5319,4090,1200,4517,2743,2641,"Monocytes"
"16798",1781,3349,7208,5550,5156,1416,5672,2765,1317,961,"CD4+CD8-"
"16801",2922,2511,7061,5411,5159,1414,5911,2910,1250,886,"CD4+CD8-"
"16804",2367,1200,7435,5697,5282,1943,5935,2445,1591,1119,"CD4+CD8-"
"16808",2774,1031,6446,4987,4799,1393,5807,2736,1172,744,"CD4+CD8-"
"16811",1342,3444,7135,5607,5369,1960,6295,3761,1131,950,"CD4+CD8-"
"16814",2191,1337,7109,5052,5718,1837,5650,6298,2249,1504,"CD8+CD4-"
"16817",1853,3439,6613,1375,5163,2566,6364,6004,2211,1142,"CD8+CD4-"
"16818",1014,2617,7150,5478,4762,1846,5890,2833,1240,744,"CD4+CD8-"
"16821",3423,4737,3845,4983,5671,3248,4256,4990,4885,7530,"Eosinophils"
"16822",2213,5274,5338,5172,5402,4169,3184,4612,3054,2332,"Monocytes"
"16825",1812,3317,7309,5555,5508,2229,5535,1014,1547,858,"CD4+CD8-"
"16831",1441,2401,6805,1726,5724,2276,5595,6344,2092,1305,"CD8+CD4-"
"16832",2493,4584,7083,5304,5250,1335,6047,1929,1433,709,"CD4+CD8-"
"16838",1174,3842,6845,5523,5409,1534,6306,2576,1092,1006,"CD4+CD8-"
"16841",2593,2205,6937,2575,5575,2184,5504,6101,2075,1194,"CD8+CD4-"
"16845",1567,1180,6858,1877,5317,1116,5892,6012,1085,1158,"CD8+CD4-"
"16848",2273,4953,4816,4139,5411,4591,3066,4996,2204,3104,"Monocytes"
"16851",3675,2510,7156,5474,5349,1631,6495,2667,1911,1114,"CD4+CD8-"
"16852",3229,3844,7017,5748,5572,1733,6269,1789,1596,1310,"CD4+CD8-"
"16856",3170,2173,6358,683,5245,1981,6300,5445,1669,1012,"CD8+CD4-"
"16859",1044,2815,6286,2091,5248,1626,6112,5804,1849,1004,"CD8+CD4-"
"16860",2526,5123,3471,4656,5380,4353,2854,5093,3065,3349,"Monocytes"
"16861",2379,3372,6313,2502,4832,1757,5544,5430,857,674,"CD8+CD4-"
"16862",2419,5440,2455,1551,5632,5372,998,4925,1974,1454,"CD56dim"
"16863",2859,511,6884,5138,5068,2151,5503,2861,976,721,"CD4+CD8-"
"16868",2111,3560,6477,5211,5175,1899,5827,2306,1225,635,"CD4+CD8-"
"16869",1925,5694,1718,2470,5554,3366,2169,3323,1815,1534,"CD56dim"
"16871",1358,3750,7081,5549,5260,1907,5954,1471,2153,823,"CD4+CD8-"
"16873",3677,4502,6345,4365,5220,4391,5830,5762,1952,3201,"CD8+CD4-"
"16876",818,2464,6767,5882,5705,1525,7098,2334,2036,1576,"CD4+CD8-"
"16877",2718,3468,6739,3465,5476,3191,2703,6035,1707,1009,"CD8+CD4-"
"16881",3277,4486,3965,5096,5809,3589,3910,5050,6067,7141,"Eosinophils"
"16884",1787,4198,6678,5437,5111,1601,5788,2108,1198,808,"CD4+CD8-"
"16885",5550,4507,2782,5640,4459,4282,2252,3609,1882,727,"Mature SIg Kappa"
"16886",3079,4071,3815,5019,5765,3290,3621,4690,5423,7092,"Eosinophils"
"16893",2884,3929,4490,5186,5239,3028,3349,4776,2805,4576,"Monocytes"
"16895",1119,3743,7149,5630,5461,1611,6069,1664,998,998,"CD4+CD8-"
"16901",3207,4016,7027,5861,5434,1911,6106,1000,1455,1102,"CD4+CD8-"
"16904",2600,2655,7039,1525,5597,4427,5742,6548,1930,1621,"CD8+CD4-"
"16906",2512,3578,7092,5514,5418,1791,5934,2385,1139,674,"CD4+CD8-"
"16909",2298,4212,6789,2975,5757,1363,5092,6265,2026,1365,"CD8+CD4-"
"16911",1803,4152,6839,5082,4905,2238,5770,990,894,730,"CD4+CD8-"
"16916",516,3310,6556,5722,5510,2091,7063,2032,2246,1343,"CD4+CD8-"
"16919",3286,4411,3726,4566,5581,4456,2303,5098,2694,2933,"Monocytes"
"16924",1856,3684,6767,5238,5055,2207,5669,2833,1053,1023,"CD4+CD8-"
"16925",2250,4133,3994,5094,5897,3100,4257,5113,4543,7352,"Eosinophils"
"16928",2176,3595,7328,5687,5491,2013,6210,2694,1369,1144,"CD4+CD8-"
"16930",2662,3706,7291,5545,5389,1556,6035,2869,1257,1063,"CD4+CD8-"
"16931",1201,2880,7013,5440,5410,2440,6308,559,1453,950,"CD4+CD8-"
"16935",2087,2907,6579,1947,5542,2317,5785,6090,1610,1424,"CD8+CD4-"
"16937",2554,2722,6458,5164,4734,1632,5805,339,800,561,"CD4+CD8-"
"16939",1225,3678,6920,5235,5046,2081,5914,2253,914,843,"CD4+CD8-"
"16940",2603,3844,6796,2466,5481,2016,5882,5294,1919,1389,"CD8+CD4-"
"16943",2106,1463,5961,4062,3837,1317,4622,2202,586,531,"CD4+CD8-"
"16944",2038,3503,6981,5507,5298,1724,6035,2816,1372,941,"CD4+CD8-"
"16946",2787,3414,6740,5482,5218,1551,6338,2877,2133,1108,"CD4+CD8-"
"16948",2546,1288,6726,1579,5560,2204,5524,6219,1987,1299,"CD8+CD4-"
"16949",2318,1420,6494,2739,5406,2564,5173,5986,1954,1066,"CD8+CD4-"
"16954",2726,4336,6795,1476,5566,4211,4951,6278,2055,1217,"CD8+CD4-"
"16959",2931,3472,6249,5020,4793,2734,5166,2328,1070,829,"CD4+CD8-"
"16960",2335,2864,6784,5127,4945,1904,5353,2119,1052,727,"CD4+CD8-"
"16961",2788,3541,3241,4313,5232,2551,2587,4794,2967,4149,"Monocytes"
"16974",3284,2063,6891,2469,5342,3170,6532,5998,2537,1283,"CD8+CD4-"
"16976",2646,3668,7023,5350,5015,1733,5887,2836,1146,863,"CD4+CD8-"
"16977",1263,4014,6801,5511,5177,1686,6197,2613,1071,863,"CD4+CD8-"
"16996",6755,5645,3701,6667,5406,5699,4824,4390,1432,1133,"Mature SIg Kappa"
"17002",2600,3909,4252,4929,5811,3656,4473,4896,5330,7245,"Eosinophils"
"17006",2990,2736,6763,1440,5435,2753,6137,6212,1568,932,"CD8+CD4-"
"17008",3193,4423,4344,5272,5906,3812,3501,5099,4662,7901,"Eosinophils"
"17011",2689,2933,6729,2678,5316,2453,5934,5992,1544,1150,"CD8+CD4-"
"17013",2380,3953,7195,5603,5402,1850,6103,2096,1434,1080,"CD4+CD8-"
"17014",2468,3790,6709,5598,5518,1421,6651,2858,1609,1102,"CD4+CD8-"
"17017",2249,4329,3946,4915,5792,3345,3350,4661,4662,7211,"Eosinophils"
"17018",2093,3055,6798,5526,5318,1484,5720,2790,1386,1009,"CD4+CD8-"
"17021",2190,3418,6957,5494,5387,1845,5769,2249,954,820,"CD4+CD8-"
"17032",2646,4803,2370,4612,5497,4003,2276,4879,2666,3104,"Monocytes"
"17036",3556,4145,4897,4584,4638,3616,1837,4587,3555,3377,"Monocytes"
"17037",2575,3486,6946,5292,5402,1455,5745,2689,1288,872,"CD4+CD8-"
"17038",6106,4284,3423,6049,4916,3506,3660,2998,1669,1536,"Mature SIg Kappa"
"17044",2253,4263,6840,5329,5031,1822,6112,2851,1439,659,"CD4+CD8-"
"17052",2199,3392,1469,1982,5088,3194,2010,3104,1639,1049,"CD56dim"
"17054",2205,2759,6657,1520,5123,2399,5856,5744,694,803,"CD8+CD4-"
"17057",1978,5407,5007,4746,5172,5170,3449,5185,2612,2327,"Monocytes"
"17058",1969,1685,6922,1610,5741,3069,5539,6489,2011,1362,"CD8+CD4-"
"17059",1355,3487,7175,5590,5527,1456,6020,3033,1380,1066,"CD4+CD8-"
"17060",2217,3732,3790,5128,5782,3137,4192,4647,4418,7139,"Eosinophils"
"17062",1818,2437,6756,3054,5168,2043,5923,5722,1034,788,"CD8+CD4-"
"17064",722,3387,6450,5497,5532,1182,6873,4128,2250,1114,"CD4+CD8-"
"17065",2758,3139,6710,1231,5320,2250,5883,5996,1692,944,"CD8+CD4-"
"17068",2664,1328,6641,1808,5442,1890,5477,6246,1124,1329,"CD8+CD4-"
"17069",2274,1853,6389,1142,5244,1560,4804,6041,2040,1192,"CD8+CD4-"
"17071",2745,2029,6849,2191,5576,1673,5647,6048,2105,1197,"CD8+CD4-"
"17073",3239,3385,6522,2309,5172,2327,6076,5644,1292,797,"CD8+CD4-"
"17074",3362,2675,6903,5394,5181,2754,5865,2635,1017,998,"CD4+CD8-"
"17079",2191,3184,7171,5472,5409,1541,5945,2853,1585,1167,"CD4+CD8-"
"17080",2534,4325,6933,5355,5368,1955,6045,2568,1578,834,"CD4+CD8-"
"17081",3508,3937,7290,5644,5379,1581,5839,3106,1059,683,"CD4+CD8-"
"17082",2703,3444,6835,5389,5224,1547,6062,2246,1064,869,"CD4+CD8-"
"17089",1609,2165,6380,2773,5021,2458,5516,5755,2572,981,"CD8+CD4-"
"17095",2293,2489,2704,1213,5440,4704,1871,5037,2066,1386,"CD56dim"
"17096",3206,4813,7162,5580,5526,2618,5967,3690,1748,1416,"CD4+CD8-"
"17097",2314,5174,3241,3473,5180,4753,2578,4842,2114,1488,"CD56dim"
"17100",2569,4438,2886,3726,5411,4222,2361,4801,2176,2755,"Monocytes"
"17102",2240,3339,6580,2168,5037,1253,5625,5671,1246,895,"CD8+CD4-"
"17105",2438,4061,6928,5708,5605,1599,6708,2353,1758,1217,"CD4+CD8-"
"17106",2084,4551,7054,5602,5450,2475,6297,2357,1744,1324,"CD4+CD8-"
"17109",2361,3701,6506,5016,4864,2878,5426,2289,613,811,"CD4+CD8-"
"17110",2864,1738,7093,5271,5293,1743,5828,1212,783,800,"CD4+CD8-"
"17116",5848,4676,3157,6116,5259,3033,2277,6536,1617,952,"Mature SIg Lambda"
"17121",2100,4219,6935,5579,5338,1822,6029,3106,1140,1035,"CD4+CD8-"
"17123",2768,3114,3193,3923,4822,3255,2112,3672,2324,2601,"Monocytes"
"17129",2052,2894,6768,1623,5500,929,5786,5789,2236,1206,"CD8+CD4-"
"17132",3277,3860,6945,5358,5064,2077,6312,2378,1256,730,"CD4+CD8-"
"17135",5918,4609,3119,6419,5300,5647,1360,2579,1634,1351,"Mature SIg Kappa"
"17140",3147,1632,7003,5425,5370,1596,5908,1659,1446,744,"CD4+CD8-"
"17142",2188,4034,1927,2154,5346,1947,2033,2950,2192,1219,"CD56dim"
"17157",3369,3528,3595,4868,5064,3119,2388,4251,2598,4160,"Monocytes"
"17159",2903,1565,6810,5229,5063,1633,5513,2503,980,700,"CD4+CD8-"
"17164",1730,2331,6718,1887,5377,2684,6023,6207,1279,852,"CD8+CD4-"
"17165",1992,2154,5825,1960,4347,2146,5392,4971,727,662,"CD8+CD4-"
"17168",2503,913,6956,5718,5562,1520,5589,2206,1601,1057,"CD4+CD8-"
"17170",1581,1533,7199,5510,5349,1870,5777,1879,1450,938,"CD4+CD8-"
"17171",2211,4099,1414,818,5030,2710,1752,2570,1187,1125,"CD56dim"
"17176",2580,4246,7085,5471,5357,2375,5778,2804,1125,817,"CD4+CD8-"
"17185",2252,2946,7084,5272,5265,1983,5509,2238,1241,800,"CD4+CD8-"
"17190",2097,4005,4298,5053,5739,3183,4100,4698,3868,7012,"Eosinophils"
"17191",3024,3572,4073,5048,5716,3411,2807,4611,4780,7093,"Eosinophils"
"17193",2701,3379,6135,4465,4525,2701,5409,3561,885,1200,"CD4+CD8-"
"17194",2749,4091,3794,3989,4857,3348,1619,4929,2619,3180,"Monocytes"
"17195",1795,2181,6865,1177,5821,1785,5450,6366,2066,1462,"CD8+CD4-"
"17207",1550,3491,7140,5657,5374,1787,6065,880,1399,817,"CD4+CD8-"
"17214",1180,4477,7169,5121,5539,3108,6315,5760,2903,1932,"CD8+CD4-"
"17220",2370,4070,3933,4943,5713,3580,3536,4837,3850,7089,"Eosinophils"
"17221",1425,2942,6814,5618,5464,1299,6220,2695,1275,1183,"CD4+CD8-"
"17225",2803,4277,6312,5429,5336,1621,6699,2579,1862,1411,"CD4+CD8-"
"17228",2273,4244,4226,5026,5866,3226,4041,5077,5507,7672,"Eosinophils"
"17231",2298,3694,6881,1948,5693,1908,5428,6286,2239,1277,"CD8+CD4-"
"17243",2728,3859,6584,5544,5272,1530,6218,1662,1165,820,"CD4+CD8-"
"17252",2357,4341,6897,5499,5043,2467,5765,1658,958,727,"CD4+CD8-"
"17254",2842,1970,6314,1206,4949,1244,5034,5504,1153,941,"CD8+CD4-"
"17259",2070,3651,7186,5322,5128,2268,5515,2822,1229,697,"CD4+CD8-"
"17261",2539,3785,6679,2923,5565,2634,5915,5921,2028,1720,"CD8+CD4-"
"17263",2500,4441,7199,5495,5268,2177,6028,2020,1558,992,"CD4+CD8-"
"17264",1568,2371,6923,5310,5221,1940,5805,2755,978,677,"CD4+CD8-"
"17266",1405,4636,7102,5727,5236,2949,5966,3403,1671,1167,"CD4+CD8-"
"17268",1632,4094,6900,5368,5097,2461,5763,2237,835,823,"CD4+CD8-"
"17277",2542,4527,3738,5066,5726,3888,4057,5075,6576,7058,"Eosinophils"
