"","CD19/TCRgd:PE Cy7-A LOGICAL","CD38:APC H7-A LOGICAL","CD3:APC-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD45:PO-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"14740",2250,2743,3421,4157,5168,3192,3018,3777,3052,6799,"Eosinophils"
"14754",1445,994,6874,5754,5371,2030,6338,2519,2259,1211,"CD4+CD8-"
"14776",1834,3395,6710,5639,5302,1677,6092,2835,2473,1417,"CD4+CD8-"
"14777",1842,4090,2892,3239,4472,5116,2336,4994,4127,3131,"Monocytes"
"14803",2734,2278,6777,1165,5436,2818,5817,6211,2390,1446,"CD8+CD4-"
"14826",2082,2757,3487,4370,5279,3594,4036,3976,3964,8191,"Eosinophils"
"14837",2197,2242,6676,1634,5545,2157,5466,6300,2663,1446,"CD8+CD4-"
"14855",2228,1685,7029,5610,5268,1991,4570,2754,2234,1126,"CD4+CD8-"
"14858",1057,4727,7200,5808,5331,1744,5806,2445,2451,1340,"CD4+CD8-"
"14867",5898,2624,2275,6610,5183,6557,1478,2994,2609,1430,"Mature SIg Kappa"
"14878",2351,3438,1895,1164,5450,5279,2029,3085,2419,1501,"CD56dim"
"14883",1893,1174,6972,5679,5419,1803,6073,2401,2088,1286,"CD4+CD8-"
"14884",2264,2456,3486,4144,5123,3087,3907,4107,3300,6821,"Eosinophils"
"14890",2415,4508,2995,4598,4770,5159,1557,5203,4380,3462,"Monocytes"
"14898",2557,2226,6408,1640,5206,1706,5688,5818,2200,1276,"CD8+CD4-"
"14904",2119,3814,2238,2361,5396,5084,2749,4756,2580,1509,"CD56dim"
"14906",2685,3104,6695,1537,5544,1806,5884,6171,2298,1157,"CD8+CD4-"
"14918",1877,3546,2187,4141,4667,4648,2364,4705,4148,2377,"Monocytes"
"14922",1917,4401,1926,1880,5519,5082,2534,3173,2679,1628,"CD56dim"
"14924",1802,4312,1426,2025,5062,4931,2237,3028,2334,1388,"CD56dim"
"14937",1449,2185,6968,5767,5609,1624,5796,2509,2579,1203,"CD4+CD8-"
"14938",2276,1455,6917,1125,5784,5218,4798,6311,2887,1750,"CD8+CD4-"
"14948",1566,1709,6907,5495,5282,4267,5503,2788,2362,1303,"CD4+CD8-"
"14959",1706,2878,6916,948,5464,1282,5978,6331,2174,1321,"CD8+CD4-"
"14961",1437,2651,6740,2046,5578,931,6009,6165,2497,1005,"CD8+CD4-"
"14966",2324,4035,2940,4182,4853,4953,1909,4894,4193,3183,"Monocytes"
"14973",2169,5429,1741,1257,5346,5318,1652,3787,2799,1674,"CD56dim"
"14978",1959,3590,3270,4708,5064,4674,1658,4703,4390,3430,"Monocytes"
"14984",2238,4560,2076,3482,4867,4558,1599,4774,4135,3419,"Monocytes"
"14993",2114,2740,3502,4189,5188,3270,3332,3790,3384,6906,"Eosinophils"
"14998",1817,4576,2773,4302,4797,4911,2266,5073,4019,3181,"Monocytes"
"15001",2630,3617,2608,3451,4546,4261,1846,4498,3612,3445,"Monocytes"
"15003",2148,4076,2800,4147,4600,4582,1257,4750,4452,2863,"Monocytes"
"15013",2175,3144,3271,4049,5162,3205,3832,3828,3361,6373,"Eosinophils"
"15026",1455,1443,6828,2355,5523,3885,5130,5184,2309,1319,"TCRgd-"
"15031",2666,1995,6909,1455,5581,4069,5123,5574,2702,1316,"TCRgd-"
"15037",724,3523,7246,5795,5398,1487,6264,1980,2198,1132,"CD4+CD8-"
"15051",1723,2481,6478,3579,5632,4862,4449,6200,2524,1438,"CD8+CD4-"
"15059",2531,1042,6871,718,5515,2605,4775,6343,2731,1735,"CD8+CD4-"
"15077",1793,1390,6642,5795,5366,2526,5936,1669,2320,1369,"CD4+CD8-"
"15086",3024,3231,7072,5517,5078,1984,5690,2550,1899,932,"CD4+CD8-"
"15093",1445,4001,6802,5480,5055,2263,5589,1829,1678,836,"CD4+CD8-"
"15100",1489,296,7042,2347,5330,1392,5893,6523,3008,1483,"CD8+CD4-"
"15122",1733,3673,2096,4656,4907,4529,2512,4675,3331,2021,"Monocytes"
"15123",3043,1506,6839,5633,5488,1401,6052,2566,2132,1262,"CD4+CD8-"
"15146",1879,1622,7422,5984,5413,1080,5983,2151,2267,1612,"CD4+CD8-"
"15151",2615,3958,3949,4425,5311,3616,3833,4262,4191,6557,"Eosinophils"
"15156",1968,3974,2014,1585,5346,4345,2396,2600,2386,1679,"CD56dim"
"15172",1784,2528,6795,5078,5424,2820,4993,6138,2324,1129,"CD8+CD4-"
"15178",2334,4043,7011,5561,5358,1673,5751,1209,1948,921,"CD4+CD8-"
"15191",2402,4924,1642,1809,5436,5129,2162,4586,2780,1498,"CD56dim"
"15227",1707,2348,6652,5784,5385,1779,5822,3329,2747,1524,"CD4+CD8-"
"15229",2027,3814,6811,211,5726,2445,5535,6362,2582,1390,"CD8+CD4-"
"15235",2180,2523,6737,1636,5569,2292,4351,6224,2475,1503,"CD8+CD4-"
"15243",2138,2033,6811,2780,5495,2114,4808,5786,2640,1576,"CD8+CD4-"
"15282",2457,4053,6892,1647,5436,2116,5677,6211,2432,1140,"CD8+CD4-"
"15284",2792,1556,6493,5433,5167,1433,6025,2027,2467,1154,"CD4+CD8-"
"15302",2650,2976,3017,4084,5207,3045,2980,3829,3597,6352,"Eosinophils"
"15307",2092,3588,2746,4227,5060,4091,1682,4211,3848,3081,"Monocytes"
"15311",2155,4070,1243,4302,5068,4633,2209,4868,4304,2386,"Monocytes"
"15312",6525,2163,1794,6636,5187,6019,2689,3627,2096,1115,"Mature SIg Kappa"
"15318",1987,3528,3956,4395,5399,3180,3729,3941,3640,8191,"Eosinophils"
"15321",1472,2747,6815,5709,5521,1392,5529,2850,2522,1308,"CD4+CD8-"
"15326",981,2539,6633,5657,5330,2141,6362,1945,2261,1113,"CD4+CD8-"
"15347",2247,4583,1688,3982,4507,4593,1687,4773,3375,3296,"Monocytes"
"15350",2151,3693,3735,4461,5230,3216,4019,4668,4208,6760,"Eosinophils"
"15354",2896,5544,6448,5399,5419,2227,6229,2532,1782,994,"CD4+CD8-"
"15367",1899,2479,6889,5845,5838,5490,5551,2226,2161,1345,"CD4+CD8-"
"15381",3177,2386,6986,1564,5783,5580,4076,6640,2915,1948,"CD8+CD4-"
"15388",1384,1543,6844,5605,5244,1958,5962,2168,2001,1080,"CD4+CD8-"
"15415",2699,1930,6964,964,5250,1654,5463,6203,2056,1030,"CD8+CD4-"
"15421",2730,2856,3563,4272,5308,3480,3537,3981,3498,6894,"Eosinophils"
"15422",1984,4019,2477,4247,4957,4609,1639,4878,3910,2923,"Monocytes"
"15447",2242,4033,6574,896,5280,853,5763,6198,2192,1121,"CD8+CD4-"
"15458",2070,3267,2990,2262,5347,4718,1856,3182,2362,1167,"CD56dim"
"15462",6410,2667,1246,6446,5303,3727,1481,6094,2183,1206,"Mature SIg Lambda"
"15476",2182,3016,6964,5647,5291,1457,6358,1765,2229,1246,"CD4+CD8-"
"15479",1968,4399,7235,5733,5387,1633,5682,1748,2267,985,"CD4+CD8-"
"15494",2443,4330,2266,4148,4569,4840,1266,4915,4506,2833,"Monocytes"
"15510",2091,3421,2111,2564,5188,4486,1919,5176,2500,1462,"CD56dim"
"15546",1920,4040,7213,5506,5264,1114,5690,2222,2161,1074,"CD4+CD8-"
"15551",1662,3856,7060,5652,5034,2993,5808,3194,2240,1412,"CD4+CD8-"
"15553",2226,2906,6914,696,5591,4970,5175,6302,2625,1724,"CD8+CD4-"
"15581",1634,5170,6773,0,5740,2510,5967,6419,2520,1359,"CD8+CD4-"
"15586",2151,4113,7223,5695,5228,905,5540,1844,2280,1184,"CD4+CD8-"
"15604",1884,3106,2039,521,5235,4887,2439,3136,2502,1543,"CD56dim"
"15625",2146,2674,3478,4211,5288,3560,3361,3869,3328,6858,"Eosinophils"
"15630",1146,1485,6996,443,5554,4154,5579,6294,2759,1628,"CD8+CD4-"
"15648",2053,4231,2813,4334,4718,4508,1546,4766,3999,2674,"Monocytes"
"15653",2411,2717,6892,5593,5178,1366,5618,1741,2141,1074,"CD4+CD8-"
"15670",6209,3137,1803,6352,4996,5833,1995,3270,2399,1449,"Mature SIg Kappa"
"15679",0,2114,6441,3440,5466,611,6499,2395,2908,1462,"TCRgd-"
"15684",2787,4445,6824,5741,5404,1217,6009,2218,2237,1187,"CD4+CD8-"
"15691",1893,3055,6678,1934,5387,698,5633,6391,2339,1327,"CD8+CD4-"
"15697",2244,2926,3580,4184,5280,3441,3751,4028,3422,6977,"Eosinophils"
"15712",2389,4459,1867,1460,5453,4087,2162,3317,2958,1752,"CD56dim"
"15724",2356,3342,2921,4284,5159,3126,2960,4104,4056,6462,"Eosinophils"
"15741",1927,4679,1166,800,5300,4555,2231,3264,2426,1503,"CD56dim"
"15748",6100,2858,1898,6391,5293,5867,2689,3202,2021,913,"Mature SIg Kappa"
"15753",6241,3323,1623,6444,5151,6334,792,3392,2051,985,"Mature SIg Kappa"
"15756",2268,4487,1931,1751,5167,4940,2356,3579,2588,1321,"CD56dim"
"15761",2655,2442,3763,4242,5267,3594,3896,4066,3326,6901,"Eosinophils"
"15768",1652,3252,7006,5885,5624,1520,5732,2123,2616,1581,"CD4+CD8-"
"15774",2939,4286,6987,1477,5450,5193,4816,6221,2921,1579,"CD8+CD4-"
"15776",1782,3927,1683,3292,4591,4185,2156,4241,4120,2812,"Monocytes"
"15779",1966,3561,1339,4226,4753,4271,2313,4492,3768,2665,"Monocytes"
"15817",1744,2682,6764,5746,5386,1828,4565,2256,2740,1080,"CD4+CD8-"
"15828",551,3730,6892,5784,5400,1878,6357,2307,2634,1316,"CD4+CD8-"
"15829",2744,1374,6666,1948,5558,1440,4561,6006,2510,1369,"CD8+CD4-"
"15858",2014,4540,6709,5843,5484,1201,6521,1985,2227,1071,"CD4+CD8-"
"15864",3343,1050,6941,5760,5415,1828,5673,1835,2725,1477,"CD4+CD8-"
"15865",1804,3785,1160,894,5491,4844,2459,5624,2661,1390,"CD56dim"
"15869",1628,5506,701,2269,5307,5332,2644,4578,2518,1496,"CD56dim"
"15878",2026,3169,6989,904,5601,3402,5031,6217,2941,1661,"CD8+CD4-"
"15880",5944,2671,2296,6299,5293,6243,1080,3098,1978,1110,"Mature SIg Kappa"
"15886",2238,4367,1880,1555,5577,5177,1421,4244,2738,1586,"CD56dim"
"15891",2117,4615,1666,1597,5446,5369,2803,3395,2637,1509,"CD56dim"
"15894",2010,4629,1515,2527,5205,3909,2424,4166,2561,1470,"CD56dim"
"15902",5979,3348,1117,6295,5317,5758,2011,3470,2057,1110,"Mature SIg Kappa"
"15907",2183,3194,3797,4362,5294,3558,3960,4325,3028,6811,"Eosinophils"
"15924",2926,2541,6724,767,5564,1075,5147,6122,2539,1173,"CD8+CD4-"
"15928",3025,2515,6854,5700,5403,1279,6638,1553,2668,1167,"CD4+CD8-"
"15949",2373,4104,7049,5867,5328,1525,6139,521,2219,1033,"CD4+CD8-"
"15952",2742,1719,7001,1169,5426,3488,4791,5395,2233,1107,"TCRgd-"
"15953",2931,2804,3582,4301,5281,3437,3934,4121,2838,6835,"Eosinophils"
"15954",1831,2614,3463,4069,5084,3211,3759,3632,3441,6961,"Eosinophils"
"15961",2053,5041,2141,2417,5169,5179,1378,5068,2886,1717,"CD56dim"
"15963",6068,3173,1356,6513,5418,6042,2418,3512,2086,938,"Mature SIg Kappa"
"15978",2041,3207,2784,3894,5150,3398,3488,3958,3626,6385,"Eosinophils"
"15979",1838,2485,6877,823,5227,4219,4908,5873,2347,1329,"CD8+CD4-"
"16000",2092,3659,1754,1978,5472,5190,2401,4863,2448,1462,"CD56dim"
"16001",3232,2694,6919,1160,5364,1740,5298,5574,2178,1074,"TCRgd-"
"16004",2146,2688,4102,4266,5313,3521,3852,4056,4019,8191,"Eosinophils"
"16008",2518,3318,6868,5717,5486,926,5308,2448,2357,1151,"CD4+CD8-"
"16034",3096,1252,6720,2243,5681,1229,5448,6491,2524,1356,"CD8+CD4-"
"16039",2386,3091,3925,3991,5165,3203,2794,3962,3853,7431,"Eosinophils"
"16040",2108,3343,3589,4150,5058,3226,3197,4052,2710,6500,"Eosinophils"
"16043",2406,1143,6434,1116,5334,1997,6108,6050,2279,1337,"CD8+CD4-"
"16044",598,3271,6862,5703,5202,1533,5911,1968,2050,802,"CD4+CD8-"
"16049",2315,3219,3349,4116,4762,3857,3437,4314,4805,6048,"Eosinophils"
"16053",1826,4292,7139,1431,5743,4983,4730,6189,2431,1532,"CD8+CD4-"
"16055",1466,541,6901,5704,5511,1468,5715,2470,2284,1276,"CD4+CD8-"
"16056",1415,2507,6810,3649,5718,2256,5681,6431,2478,1522,"CD8+CD4-"
"16062",3470,4607,6497,4571,5351,1675,5831,5751,2127,1126,"CD8+CD4-"
"16063",2120,3975,3049,4706,4814,4687,2280,4741,4311,2771,"Monocytes"
"16067",2781,2082,6695,3175,5458,2113,4982,6175,2326,1036,"CD8+CD4-"
"16076",1828,4140,7109,5739,5400,2054,5791,2782,2181,1088,"CD4+CD8-"
"16089",1945,509,7173,887,5366,822,5541,6321,2202,1303,"CD8+CD4-"
"16114",2004,4606,807,4287,4999,4777,1688,4836,4844,3364,"Monocytes"
"16120",2438,3908,2478,2158,5207,5412,1388,5066,2495,1385,"CD56dim"
"16130",3104,3082,7030,5903,5433,1314,6568,2029,2740,1324,"CD4+CD8-"
"16137",1978,2809,2708,1387,5442,5057,1657,5954,2772,1674,"CD56dim"
"16142",2353,2266,6578,1891,5577,4855,5265,3374,2200,1260,"TCRgd-"
"16162",1651,1850,6994,1704,5770,5486,4831,6654,2737,1894,"CD8+CD4-"
"16170",2038,2026,7252,5771,5147,1545,5625,1641,1905,955,"CD4+CD8-"
"16196",1795,1391,7015,3500,5588,1884,5605,6479,2653,1498,"CD8+CD4-"
"16230",1942,3420,7294,5819,5323,1019,5419,2355,2103,1383,"CD4+CD8-"
"16233",3406,4357,6772,5818,5302,900,6132,2568,2146,1241,"CD4+CD8-"
"16248",3083,2898,6856,5779,5364,1957,5593,2859,1943,1085,"CD4+CD8-"
"16271",1956,4195,2405,4472,4736,4758,2045,4953,4374,3105,"Monocytes"
"16275",2095,2418,6742,1156,5573,2494,5221,5967,2411,1189,"CD8+CD4-"
"16286",1272,3517,6789,5695,5266,1622,5954,2786,2408,1060,"CD4+CD8-"
"16291",1317,1373,6996,5886,5619,4718,5787,2050,2624,1459,"CD4+CD8-"
"16340",1377,5274,6765,5643,5295,1610,6087,2354,2436,1241,"CD4+CD8-"
"16343",1357,2017,6820,5678,5516,2080,5779,917,2543,1176,"CD4+CD8-"
"16363",1897,2889,3821,4037,5212,3017,3513,3743,2978,7238,"Eosinophils"
"16364",1408,1774,6476,5775,5400,1340,5765,2538,2351,1176,"CD4+CD8-"
"16382",1230,1907,6548,2061,5458,1319,6212,6156,2294,1121,"CD8+CD4-"
"16384",933,2989,6703,5802,5323,2135,6396,1702,2677,1211,"CD4+CD8-"
"16385",2069,4254,1220,1477,5449,5436,1583,2769,2747,1441,"CD56dim"
"16391",2424,4615,2190,3824,4424,4437,1671,4395,3908,3646,"Monocytes"
"16398",1128,2242,6716,5774,5378,2509,5935,2824,2040,1472,"CD4+CD8-"
"16404",2014,4482,1941,2576,5589,5457,1600,3434,2578,1704,"CD56dim"
"16410",1392,3377,7065,5848,5563,1919,5552,2663,2277,1383,"CD4+CD8-"
"16422",1591,2684,6899,5804,5353,1159,4249,2477,2535,1096,"CD4+CD8-"
"16425",5880,2200,3050,6325,5025,5599,4678,2675,2016,850,"Mature SIg Kappa"
"16435",2110,5313,2555,1910,5266,5568,2932,3388,2543,1555,"CD56dim"
"16446",1841,2521,4059,4346,5308,3621,4296,4104,3304,7027,"Eosinophils"
"16465",1842,3593,1583,3765,4434,4229,2251,4266,3923,3127,"Monocytes"
"16475",2438,1355,6555,1752,5651,3891,4476,6236,2643,1530,"CD8+CD4-"
"16494",1844,4106,1967,3719,4723,4624,1668,4688,3638,2969,"Monocytes"
"16519",1880,5691,1916,2026,5451,5657,2288,3152,3193,1599,"CD56dim"
"16524",1889,1791,6896,2162,5504,686,5344,6257,2539,1356,"CD8+CD4-"
"16540",1187,3791,6772,5621,5414,1932,6011,2825,2029,1167,"CD4+CD8-"
"16554",1495,2113,6918,5989,5535,1881,6306,2754,2227,1216,"CD4+CD8-"
"16561",1803,2835,6660,3987,5533,2431,4948,6129,2503,1137,"CD8+CD4-"
"16569",2042,3733,3465,4319,5281,3125,3827,3914,3559,7295,"Eosinophils"
"16572",2061,4514,1981,1608,5373,5676,1699,2199,2654,1633,"CD56dim"
"16579",3553,1177,6620,5764,5334,1994,5963,2175,2164,1063,"CD4+CD8-"
"16584",2709,4366,3627,4625,5412,3716,3933,4807,3433,7461,"Eosinophils"
"16648",6019,2871,1316,6276,5185,2530,1737,5822,2141,921,"Mature SIg Lambda"
"16655",2296,1234,6958,1998,5472,2988,5879,6314,1835,1197,"CD8+CD4-"
"16656",1921,3852,2754,4785,4636,4275,1793,4368,4069,2994,"Monocytes"
"16665",2225,3629,3920,4253,5353,3621,3863,4009,3635,7946,"Eosinophils"
"16668",2623,2314,6717,5726,5527,1041,5033,2448,2358,1359,"CD4+CD8-"
"16675",2526,3204,3814,4229,5332,3445,3685,4246,3415,6864,"Eosinophils"
"16683",2654,2439,3459,4080,5195,3081,3515,3936,4112,6544,"Eosinophils"
"16701",1557,2103,6715,5659,5250,3699,5822,3236,2372,1289,"CD4+CD8-"
"16702",2372,1068,6799,230,5610,1862,4689,6282,2539,1324,"CD8+CD4-"
"16720",1738,2595,6911,5635,5263,2000,5362,2417,1933,1069,"CD4+CD8-"
"16732",1931,4176,2307,4274,4534,4352,2608,4394,3774,3111,"Monocytes"
"16764",2043,1805,6789,540,5438,1268,5430,5615,2553,1260,"TCRgd-"
"16775",2176,5310,2598,1774,5459,5739,2939,3896,2531,1719,"CD56dim"
"16777",2525,1894,6775,2465,5819,4064,5220,6582,2732,1610,"CD8+CD4-"
"16780",1757,3967,1572,3870,4587,4592,2707,4464,3331,3018,"Monocytes"
"16781",2676,2319,6653,5864,5467,1847,5814,2592,2892,1340,"CD4+CD8-"
"16783",2381,2200,6937,1315,5547,4326,4717,6280,2667,1640,"CD8+CD4-"
"16785",2562,3145,6927,5876,5582,938,4867,2586,2543,1088,"CD4+CD8-"
"16786",1187,2376,6868,5716,5397,1528,6349,2570,2193,1219,"CD4+CD8-"
"16794",1871,2468,1983,1368,5578,5210,1711,3343,2695,1540,"CD56dim"
"16795",1868,3791,2523,3751,4758,4552,1819,4651,4243,2979,"Monocytes"
"16817",1417,3213,6588,5627,5413,1571,6135,1781,2403,1372,"CD4+CD8-"
"16824",2124,5075,2516,1924,5516,5334,1361,4618,2710,1755,"CD56dim"
"16828",1745,4111,1248,1117,5423,4641,2608,3800,2491,1509,"CD56dim"
"16830",2889,4102,6889,5442,5059,1482,5546,2168,2048,935,"CD4+CD8-"
"16840",1662,2506,6896,5800,5336,2059,5603,1982,2415,1278,"CD4+CD8-"
"16849",2105,4539,1640,2185,5387,5332,2048,5206,2429,1385,"CD56dim"
"16853",1836,3725,2369,4035,5088,4745,2697,4960,3753,2713,"Monocytes"
"16857",2020,1989,6708,3361,5622,2041,5691,6161,2258,1414,"CD8+CD4-"
"16864",937,1782,6691,654,5544,2512,5847,6591,2493,1635,"CD8+CD4-"
"16897",1888,3024,7058,5903,5440,1170,5872,2264,2518,1295,"CD4+CD8-"
"16902",2677,2680,7051,2102,5600,5175,4605,6205,2766,1767,"CD8+CD4-"
"16934",1961,4253,6811,1153,5550,4456,4653,6218,2640,1498,"CD8+CD4-"
"16939",2115,1508,6833,1476,5493,2222,5324,6257,2597,1496,"CD8+CD4-"
"16942",1632,2312,6767,5776,5553,1969,6140,2798,2658,1359,"CD4+CD8-"
"16966",2105,3773,2377,3539,4706,4234,1825,4298,4062,2597,"Monocytes"
"16968",1879,3908,2064,4223,4406,4544,1996,4547,3687,3137,"Monocytes"
"16980",2552,3461,6930,5519,5076,1785,5632,1018,1981,887,"CD4+CD8-"
"16989",1810,1519,6608,2351,5680,1591,5490,6393,2410,1260,"CD8+CD4-"
"17006",1969,3430,3684,4281,5219,3510,3544,4194,3450,6706,"Eosinophils"
"17015",2125,4840,1304,1751,5409,4967,1664,5303,2385,1348,"CD56dim"
"17017",1468,4752,1166,1482,5461,5535,3566,4767,2425,1625,"CD56dim"
"17033",1621,1703,6783,1995,5294,2308,5206,5377,2126,1058,"TCRgd-"
"17037",3014,1904,6553,5422,5206,4243,5674,559,2370,1351,"CD4+CD8-"
"17046",1892,3368,2129,4086,4316,3460,1942,3952,2878,2722,"Monocytes"
"17053",2264,2755,3587,4087,5158,2838,2957,3726,3193,6716,"Eosinophils"
"17063",2877,3287,6838,5613,5250,641,5454,2717,2199,1353,"CD4+CD8-"
"17072",2324,1143,6849,1878,5231,2495,5374,6249,2261,1241,"CD8+CD4-"
"17078",2500,1871,7129,5927,5422,2146,5669,2560,2457,1340,"CD4+CD8-"
"17079",1756,2548,6891,5756,5397,1267,5848,2573,2617,1278,"CD4+CD8-"
"17088",2204,1722,7008,5872,5447,1760,5822,2245,2678,1262,"CD4+CD8-"
"17096",521,1454,6600,5813,5361,1799,6251,2604,2154,1041,"CD4+CD8-"
"17112",2582,3369,2156,2318,5401,5481,1359,3361,2644,1648,"CD56dim"
"17116",1600,2080,6749,2057,5611,2141,5312,6371,2551,1113,"CD8+CD4-"
"17124",6277,2763,2333,6449,4781,2621,2230,5126,2594,1173,"Mature SIg Lambda"
"17125",2271,2584,6540,5691,5247,1292,4902,2566,1874,802,"CD4+CD8-"
"17152",2175,868,6764,2633,5592,4819,4823,6039,2423,1592,"CD8+CD4-"
"17161",1955,2718,2872,4161,5175,3063,3149,3899,3317,6636,"Eosinophils"
"17165",2343,2664,6424,1524,5436,2799,5873,6343,2334,1195,"CD8+CD4-"
"17169",2168,3280,2161,1216,5147,4845,2106,3678,2440,1303,"CD56dim"
"17194",2166,2692,3253,4128,5053,3217,3588,3635,3497,6768,"Eosinophils"
"17199",2230,2047,3944,4175,5325,3689,3244,3773,2338,7152,"Eosinophils"
"17201",2317,2293,6920,3871,5696,2223,5591,6433,2751,1574,"CD8+CD4-"
"17216",2336,1672,6420,5679,5270,1247,6476,1630,2091,1143,"CD4+CD8-"
"17217",2487,3222,3291,3943,5155,3148,3454,3967,3762,6409,"Eosinophils"
"17234",2456,4502,2442,4031,4506,5123,2143,4979,4158,2611,"Monocytes"
"17253",2064,4125,2947,3700,4794,4618,2286,4734,4522,3428,"Monocytes"
"17275",2275,4877,2006,1020,5314,5206,1836,5119,2462,1398,"CD56dim"
"17276",2418,1093,7075,5776,5485,1280,6542,3180,2388,1332,"CD4+CD8-"
"17280",2092,4356,860,3953,4553,4710,2135,4636,3702,2848,"Monocytes"
"17287",2123,4430,2011,3739,4823,4446,2045,4635,3430,3179,"Monocytes"
"17311",1957,3569,6420,5853,5373,1252,6251,1699,2690,1308,"CD4+CD8-"
"17312",1816,4513,1784,1800,5311,5460,2395,2994,2770,1983,"CD56dim"
"17314",2331,4739,7247,5713,5382,1825,5567,2481,2079,944,"CD4+CD8-"
"17315",2057,3256,6524,1248,5474,1058,3181,5899,2309,1107,"CD8+CD4-"
"17320",6388,2422,1562,6255,5117,3350,2213,6116,2061,884,"Mature SIg Lambda"
"17334",1882,2230,6866,2064,5563,4226,5102,3789,2405,1337,"TCRgd-"
"17337",1272,2106,6956,1825,5702,4744,5195,6366,2592,1527,"CD8+CD4-"
"17369",2442,2847,6852,5660,5422,1660,6148,1246,2085,927,"CD4+CD8-"
"17373",1049,3384,7017,5587,5251,1805,5742,1267,2321,1022,"CD4+CD8-"
"17374",1941,3828,1991,4269,4663,4524,2258,4540,3757,2511,"Monocytes"
"17386",3339,2755,7005,5738,5580,5459,5613,3107,2699,1628,"CD4+CD8-"
"17432",2012,2655,7059,1351,5462,5115,4925,5664,2858,1599,"TCRgd-"
"17458",1485,1887,6737,499,5325,2368,4978,5956,2333,1219,"CD8+CD4-"
"17477",2075,3774,2586,4138,4562,4233,2230,4768,3763,3232,"Monocytes"
"17478",2220,4405,2242,1270,5399,5242,1517,5532,2654,1388,"CD56dim"
"17483",2250,3150,6765,1679,5679,3925,4334,6178,2653,1475,"CD8+CD4-"
"17489",1813,1169,6944,2578,5718,1121,5583,6309,2137,1151,"CD8+CD4-"
"17503",1068,1714,6807,819,5474,4178,5256,6306,2541,1262,"CD8+CD4-"
"17514",1653,1767,6856,5844,5376,1697,5866,2798,2344,1074,"CD4+CD8-"
"17519",2581,4974,1446,1587,5269,5252,1706,4028,2898,1372,"CD56dim"
"17520",2071,1244,6559,2699,5578,580,5041,6170,2214,1292,"CD8+CD4-"
"17529",1871,1619,7000,1909,5632,1151,5166,6351,2770,1714,"CD8+CD4-"
"17546",2323,3081,7105,5728,5359,2337,6006,2333,2397,1297,"CD4+CD8-"
"17547",2000,3771,1717,4300,4584,4902,2450,4916,4372,3298,"Monocytes"
"17574",2269,2634,6839,1155,5716,2429,5221,6342,2633,1561,"CD8+CD4-"
"17611",2290,4371,2932,3887,4646,4640,1853,4486,3307,2317,"Monocytes"
"17613",1102,2918,6721,5777,5455,1680,6186,2604,2208,1211,"CD4+CD8-"
"17614",2542,2686,3080,4246,5252,3584,3883,4058,3152,7418,"Eosinophils"
"17628",2181,4113,7127,5725,5416,1589,5948,2146,2111,1222,"CD4+CD8-"
"17629",2148,2671,2391,1236,5507,5061,1520,5387,2539,1425,"CD56dim"
"17639",2220,660,6959,5748,5274,2195,6114,2567,2430,1393,"CD4+CD8-"
"17643",2190,3948,2567,4091,4839,4404,2462,4556,4375,3462,"Monocytes"
"17644",870,4273,7142,5730,5238,1756,6150,1576,2153,969,"CD4+CD8-"
"17666",1681,3849,2628,4258,4800,4110,2661,4246,4131,2902,"Monocytes"
"17674",1966,4085,1866,4299,4838,4694,2537,4971,4791,3271,"Monocytes"
"17677",2934,2996,6461,5107,5272,2123,6138,5177,2304,1044,"TCRgd-"
"17697",1547,4542,1453,1837,5410,5302,2672,5452,2498,1503,"CD56dim"
"17706",2222,2932,3924,4210,5183,3499,3443,4054,2698,6794,"Eosinophils"
"17708",2355,5331,1777,1470,5514,5550,1264,3790,2762,1762,"CD56dim"
"17714",2310,3805,2682,1413,5535,5562,1613,3232,2691,1722,"CD56dim"
"17716",1854,1780,6554,5672,5197,1121,4657,2494,2241,1132,"CD4+CD8-"
"17722",1821,3157,3528,4016,5098,2545,3425,3726,3895,7270,"Eosinophils"
"17723",2374,5452,2180,1730,5467,5120,1982,6098,2674,1797,"CD56dim"
"17750",2795,2524,3217,4088,5009,2947,3158,4067,3973,6604,"Eosinophils"
"17753",1974,4528,1456,4383,4617,4798,2005,4840,4577,3636,"Monocytes"
"17779",649,3243,6770,5577,5275,1889,5665,2113,2127,1208,"CD4+CD8-"
"17793",1304,2745,6615,5507,5164,1433,6130,3058,2128,1246,"CD4+CD8-"
"17814",1925,3999,7064,5681,5044,1645,5552,559,2061,932,"CD4+CD8-"
"17816",2239,934,6836,5799,5555,1788,6302,2798,2297,1345,"CD4+CD8-"
"17823",426,713,6833,1172,5500,834,6289,6362,2915,1506,"CD8+CD4-"
"17855",2476,1669,6888,1777,5414,871,5568,6249,2191,1238,"CD8+CD4-"
"17871",2527,2604,6553,1577,5245,877,6276,5449,2514,1295,"TCRgd-"
"17873",5959,2880,1211,6464,5123,2903,1780,5361,2061,1176,"Mature SIg Lambda"
"17886",1463,4232,7213,5557,5216,1042,5713,1176,1809,1058,"CD4+CD8-"
"17906",1627,1321,6428,1215,5509,1990,5818,6115,2409,1047,"CD8+CD4-"
