"","CD19/TCRgd:PE Cy7-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL","CD38:APC H7-A LOGICAL","CD45:PO-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"12785",3244,3317,3245,4796,5448,3412,3658,4349,4470,7765,"Eosinophils"
"12788",2239,3820,6885,5860,5487,1264,5715,3248,1255,787,"CD4+CD8-"
"12798",2582,6207,7144,6035,5574,1878,6182,2421,1736,1132,"CD4+CD8-"
"12812",1997,1657,6617,2199,5376,2832,4154,5849,1515,928,"CD8+CD4-"
"12813",2336,4671,6937,5809,5409,2138,6489,2558,1743,1309,"CD4+CD8-"
"12817",2220,2955,6602,2321,5626,2049,5698,6303,2059,1249,"CD8+CD4-"
"12822",2541,2433,6863,1669,5500,2495,5799,6197,1462,985,"CD8+CD4-"
"12852",2156,2478,6653,6041,5711,1752,6085,2772,2355,1760,"CD4+CD8-"
"12854",2574,4298,2364,4735,5457,5056,3212,5009,5154,2501,"Monocytes"
"12859",2397,3007,6728,1917,5609,1012,5349,6097,2271,1070,"CD8+CD4-"
"12860",3624,3268,3188,4763,5349,3548,3841,4134,4312,7572,"Eosinophils"
"12866",2530,4150,7256,5903,5473,1867,6035,2313,1499,1157,"CD4+CD8-"
"12869",1526,2463,7100,5840,5571,1859,5964,1746,1950,1121,"CD4+CD8-"
"12871",2352,3517,6794,1920,5629,1453,6027,6218,1472,1096,"CD8+CD4-"
"12876",2759,2265,7273,5964,5631,1680,5932,2266,2598,1317,"CD4+CD8-"
"12888",3348,2894,4048,4138,4822,3855,2698,4172,3761,6919,"Eosinophils"
"12890",2200,2972,6710,5846,5672,2386,6247,2363,2095,928,"CD4+CD8-"
"12903",3260,4435,3377,4746,5649,4853,2641,4989,3006,4118,"Monocytes"
"12904",2227,2002,6611,5578,5389,2880,5191,2965,1666,897,"CD4+CD8-"
"12906",1665,4057,7002,5800,5361,2117,6544,2680,1816,1226,"CD4+CD8-"
"12908",1699,3745,6904,1605,5708,2550,6141,6270,1567,1333,"CD8+CD4-"
"12912",2433,4373,6994,1518,5432,2691,5990,6221,1624,1143,"CD8+CD4-"
"12917",2689,1777,6807,1927,5466,1690,6037,6200,1395,1115,"CD8+CD4-"
"12925",2346,2477,7405,5902,5466,1875,5790,2777,1789,1042,"CD4+CD8-"
"12932",2229,5042,7400,5825,5454,1804,5895,2436,1325,810,"CD4+CD8-"
"12943",2224,2303,6661,2426,5351,1889,5832,5616,1443,1246,"CD8+CD4-"
"12956",5587,4183,2286,5761,5061,3152,4019,4687,1039,769,"Mature SIg Lambda"
"12958",2243,5030,7239,5910,5506,2529,6296,2502,1611,819,"CD4+CD8-"
"12961",1553,2603,6385,3243,5827,2358,6192,6221,1870,1254,"CD8+CD4-"
"12969",2982,4023,6931,1544,5523,1262,6112,6195,1517,1093,"CD8+CD4-"
"12976",2872,3150,6998,5791,5462,2316,5398,3176,1591,1129,"CD4+CD8-"
"12988",2079,5304,6866,5860,5519,2822,6192,3423,1696,1292,"CD4+CD8-"
"12998",2698,3331,6944,5967,5665,2077,6502,2821,1966,1382,"CD4+CD8-"
"12999",1908,4748,6756,5585,5147,1850,5901,2072,1221,696,"CD4+CD8-"
"13000",2496,2193,6748,2083,5782,2458,6061,6321,1921,1336,"CD8+CD4-"
"13012",2364,3494,6505,5347,5218,3610,5994,3267,783,1783,"CD4+CD8-"
"13015",1607,3718,6700,2460,5710,1245,5888,6220,1884,1260,"CD8+CD4-"
"13020",1566,4012,6678,1577,5486,2348,6028,6289,1810,1093,"CD8+CD4-"
"13029",2351,2571,2841,4483,5418,3443,3713,4120,3553,6930,"Eosinophils"
"13041",2621,2404,3422,4358,5350,2990,3263,3665,3908,7138,"Eosinophils"
"13053",2099,2486,6990,5948,5720,1776,6113,2170,1816,1196,"CD4+CD8-"
"13061",5787,3150,2284,6034,5358,5706,2148,5227,1313,752,"Mature SIg Kappa"
"13065",1506,2528,6636,1978,5539,2268,5986,5965,1663,1157,"CD8+CD4-"
"13074",2429,3706,7059,1741,5478,2315,5922,6257,1662,1053,"CD8+CD4-"
"13075",5138,4283,2474,6170,4868,3941,3326,5990,1622,1008,"Mature SIg Lambda"
"13087",5662,4370,3006,5830,4864,5021,2664,4386,1555,790,"Mature SIg Kappa"
"13089",2419,2385,3544,4808,5634,3281,3854,3852,4301,7032,"Eosinophils"
"13101",4724,2582,3456,6067,5272,4002,1693,4874,1230,740,"Mature SIg Lambda"
"13102",6004,4285,3585,6495,5266,6630,2292,5338,1487,795,"Mature SIg Kappa"
"13105",2955,5000,2300,3432,5629,5358,2077,5371,3489,4107,"Monocytes"
"13120",2547,2974,6432,2248,5469,2216,5759,6249,1609,1149,"CD8+CD4-"
"13126",2397,2962,3585,4727,5468,3433,3953,4071,4473,7848,"Eosinophils"
"13127",5539,3310,3201,6460,5402,4441,2488,5795,1319,1000,"Mature SIg Lambda"
"13132",2670,3660,6804,1803,5381,1774,5923,6066,1899,643,"CD8+CD4-"
"13141",4809,3657,1793,6541,5418,3961,2364,6045,1196,813,"Mature SIg Lambda"
"13145",2042,2538,7132,5921,5403,2108,6329,2186,2116,879,"CD4+CD8-"
"13149",2381,3542,3575,4247,5049,3703,3640,4180,3429,8191,"Eosinophils"
"13153",2313,3540,6799,1809,5539,1440,5863,6258,1934,908,"CD8+CD4-"
"13154",5520,1878,2475,6125,5218,6748,2386,3841,1784,1182,"Mature SIg Kappa"
"13166",1872,2444,6880,5934,5611,2029,6291,2454,1886,1399,"CD4+CD8-"
"13174",2218,2370,7208,5878,5209,1967,5369,2341,1943,1331,"CD4+CD8-"
"13176",2183,2877,6944,5614,5396,1746,5924,2614,1787,917,"CD4+CD8-"
"13183",5258,4429,2566,6272,5151,5290,4059,5772,1129,749,"Mature SIg Kappa"
"13186",2473,4883,1717,3323,5491,5419,2456,5450,4865,2703,"Monocytes"
"13192",2622,2988,7076,5920,5572,1615,6278,2793,1983,1179,"CD4+CD8-"
"13206",1721,2908,6587,2573,5434,2451,5880,6407,1401,934,"CD8+CD4-"
"13214",2310,4366,2581,3869,5358,5547,2300,5204,5030,3256,"Monocytes"
"13216",2099,1493,6742,2439,5744,2935,6245,6232,2343,1452,"CD8+CD4-"
"13220",2381,4193,7216,5801,5500,1879,5952,2128,1601,905,"CD4+CD8-"
"13248",2835,3306,7233,5775,5389,2076,6164,2574,1599,960,"CD4+CD8-"
"13263",5401,2273,2569,6328,5314,6625,3010,3298,1784,856,"Mature SIg Kappa"
"13268",1547,1856,6610,5886,5587,1674,6675,3716,2160,1157,"CD4+CD8-"
"13287",2931,1279,6673,5850,5483,2835,5963,2687,2363,1607,"CD4+CD8-"
"13290",2969,2775,3756,4641,5405,3304,3634,4090,4008,7063,"Eosinophils"
"13317",2512,2837,7172,5822,5550,2385,6045,2866,1557,902,"CD4+CD8-"
"13319",2413,865,6380,5849,5543,1653,6322,1908,1579,974,"CD4+CD8-"
"13331",2109,3482,6927,5764,5525,1877,6410,2441,2006,1036,"CD4+CD8-"
"13340",6087,2513,2654,6592,5258,6568,2163,4433,1727,1067,"Mature SIg Kappa"
"13343",2375,1561,6361,1353,5534,2370,6165,5702,1969,1237,"CD8+CD4-"
"13344",2682,4178,6659,5638,5370,4409,5483,3727,1811,2168,"CD4+CD8-"
"13346",2888,4616,7269,5873,5650,2462,6064,2173,1499,925,"CD4+CD8-"
"13347",4744,3823,2045,5709,4555,5117,3564,4868,1075,905,"Mature SIg Kappa"
"13351",2297,2966,6571,2074,5416,1549,5860,6286,1640,980,"CD8+CD4-"
"13353",2165,2092,6712,5935,5414,1715,5156,2240,2348,1138,"CD4+CD8-"
"13355",2057,2579,3177,4093,5391,3099,3817,3552,4148,7139,"Eosinophils"
"13360",2595,2304,3376,4421,5437,3376,4031,4157,3805,6961,"Eosinophils"
"13365",2178,5154,7007,5866,5527,1462,6012,2293,1472,1014,"CD4+CD8-"
"13366",1907,1826,6857,5953,5743,1624,6059,2859,1844,1207,"CD4+CD8-"
"13390",3262,2660,7033,6089,5714,2026,6544,2727,2541,1185,"CD4+CD8-"
"13394",1807,4119,7144,5702,5341,2128,6055,2079,1617,725,"CD4+CD8-"
"13396",1355,3265,7031,1741,5527,3021,6190,6277,1695,1207,"CD8+CD4-"
"13408",5284,3861,3025,5769,5213,3094,2879,5093,1152,690,"Mature SIg Lambda"
"13415",3035,3646,6813,1933,5433,3081,6135,5951,1836,1132,"CD8+CD4-"
"13423",2725,4705,6676,5627,5341,2129,6024,2458,1393,905,"CD4+CD8-"
"13427",1986,3860,7093,5865,5493,1476,5932,2426,1577,1008,"CD4+CD8-"
"13428",1583,4033,6619,1318,5146,2355,5951,5827,1180,957,"CD8+CD4-"
"13429",6420,4330,2567,6435,5152,5156,1836,5200,2714,1143,"Mature SIg Kappa"
"13431",6017,3410,3166,6337,5077,5770,3973,4219,1168,839,"Mature SIg Kappa"
"13445",1561,3331,6728,5759,5500,1711,6404,1647,1707,859,"CD4+CD8-"
"13447",1648,5504,6401,5601,5352,2040,6458,2375,1784,822,"CD4+CD8-"
"13452",2737,4414,2964,4043,5560,4952,2981,5321,2859,4028,"Monocytes"
"13456",2326,5141,7298,5895,5528,2504,6299,3493,1569,1224,"CD4+CD8-"
"13457",2819,4502,3503,3554,5594,5292,2542,5342,5325,3097,"Monocytes"
"13458",1420,2210,6788,5689,5661,1779,6406,3133,2055,1336,"CD4+CD8-"
"13464",5041,5475,1872,6440,5180,4925,4820,6193,1326,824,"Mature SIg Lambda"
"13467",1498,1555,6777,5928,5545,1626,6709,2674,1782,1090,"CD4+CD8-"
"13468",2050,3662,7176,5923,5405,2042,6012,2238,1562,859,"CD4+CD8-"
"13472",2488,3249,7138,5915,5433,2070,6348,2729,2102,1034,"CD4+CD8-"
"13487",2486,3285,6668,1809,5446,1647,5826,6208,1742,891,"CD8+CD4-"
"13495",2142,2998,7187,5885,5491,1462,5892,2455,1756,957,"CD4+CD8-"
"13509",1863,4537,7270,6001,5575,1899,6139,1998,1567,934,"CD4+CD8-"
"13513",5636,2113,3172,6345,5082,2724,3842,4715,1837,1530,"Mature SIg Lambda"
"13515",5959,3552,2349,6284,5200,3824,2049,5807,1312,1034,"Mature SIg Lambda"
"13516",2426,2260,6932,6036,5712,3135,6219,1765,1789,1578,"CD4+CD8-"
"13517",2572,4430,3310,4362,5485,5320,2941,5298,3883,3632,"Monocytes"
"13525",2152,4262,3283,4658,5715,5608,2769,5420,3958,3413,"Monocytes"
"13528",2818,3072,3823,4485,5891,3906,3787,4320,4292,7445,"Eosinophils"
"13531",2406,2904,6793,1520,5466,1764,5711,6122,1833,1179,"CD8+CD4-"
"13540",5662,3144,3057,5679,4869,5846,2701,3645,1066,664,"Mature SIg Kappa"
"13545",1956,2419,6618,5538,5162,2455,6314,2686,2310,1204,"CD4+CD8-"
"13549",2545,4857,1152,3969,5451,5179,2547,5061,3401,4252,"Monocytes"
"13551",2665,4565,7211,5736,5432,1791,6216,2312,1639,931,"CD4+CD8-"
"13556",2266,5198,2647,3400,5434,5521,3680,5593,5283,2572,"Monocytes"
"13583",1841,3757,6798,1706,5441,1364,5681,6171,1301,613,"CD8+CD4-"
"13587",2356,4423,3206,3371,5614,5281,2372,5275,5168,2233,"Monocytes"
"13588",2277,1313,6840,2410,5677,2323,5415,6307,1901,1604,"CD8+CD4-"
"13597",5564,2071,3942,5974,4893,5427,2465,3824,1802,1090,"Mature SIg Kappa"
"13600",2237,2499,6934,5852,5538,1920,6226,2329,1641,1082,"CD4+CD8-"
"13601",2295,1933,6886,4269,5641,1591,5624,5079,2152,1017,"CD8+CD4-"
"13603",2461,3906,2240,3666,5741,5072,2126,5539,4789,2259,"Monocytes"
"13623",2341,2047,6781,1525,5699,1807,4441,5660,2051,1051,"CD8+CD4-"
"13633",1593,2465,7446,5929,5413,1846,5906,2247,1430,755,"CD4+CD8-"
"13636",5146,2496,3336,5645,4889,4882,2122,4579,1493,902,"Mature SIg Kappa"
"13639",2351,2493,7053,2360,5840,4212,6074,6514,1374,1350,"CD8+CD4-"
"13647",5741,3836,2208,6339,5102,5301,4319,4866,1323,974,"Mature SIg Kappa"
"13657",2682,2729,6735,2277,5818,2384,5401,5566,2130,1693,"CD8+CD4-"
"13662",1550,4431,7014,5871,5355,1881,5690,1873,2233,787,"CD4+CD8-"
"13663",1659,2974,6931,1969,5517,2503,5706,6160,1541,1022,"CD8+CD4-"
"13669",2068,2300,6695,5511,5309,1680,5895,2410,1570,851,"CD4+CD8-"
"13681",2418,3639,6894,1955,5527,1729,5895,6089,1737,1053,"CD8+CD4-"
"13687",1889,2969,6739,2845,5468,2828,5941,5828,1440,982,"CD8+CD4-"
"13696",2334,3421,7269,6018,5583,2738,6186,2280,1902,1530,"CD4+CD8-"
"13698",2251,2540,3326,4301,5439,3361,3616,3815,4614,7299,"Eosinophils"
"13700",2910,3822,6519,6048,5657,2283,6814,2838,2581,1535,"CD4+CD8-"
"13703",2228,3024,6988,1632,5396,2426,6008,6165,1763,1165,"CD8+CD4-"
"13705",2337,3316,6473,2104,5833,2042,6244,6184,1891,1522,"CD8+CD4-"
"13709",5718,3205,3019,6264,5127,5079,3019,4471,1254,766,"Mature SIg Kappa"
"13711",4546,2259,2604,5238,4342,4779,2445,4119,783,1262,"Mature SIg Kappa"
"13712",1850,1630,6614,1762,5712,3423,6327,6228,2071,1177,"CD8+CD4-"
"13716",2957,4157,6629,5717,5307,1991,5615,2726,1385,763,"CD4+CD8-"
"13726",1920,3659,7096,5582,5390,1441,5621,2332,1522,719,"CD4+CD8-"
"13727",3322,2425,3803,4720,5338,3653,3626,3942,4212,6863,"Eosinophils"
"13734",2088,2939,7166,5932,5652,1761,6129,2626,2084,1213,"CD4+CD8-"
"13738",1515,3265,6989,5865,5386,1952,5659,3789,1745,1168,"CD4+CD8-"
"13740",2365,3467,2490,3815,5851,4039,2585,4356,4745,2453,"Monocytes"
"13744",1505,2497,6746,5783,5470,1889,6472,2217,1701,951,"CD4+CD8-"
"13749",2075,1168,6755,2476,5597,1627,5714,6102,2102,1385,"CD8+CD4-"
"13750",3046,4457,2629,3205,5461,5091,1462,5051,3642,3623,"Monocytes"
"13765",4293,3016,4151,5098,5752,3974,4052,4631,4232,7471,"Eosinophils"
"13769",2897,3563,6906,2490,5578,2771,5997,6296,1695,1011,"CD8+CD4-"
"13773",2111,4757,1576,3228,5217,5289,2599,5031,3123,3781,"Monocytes"
"13776",2648,3081,2355,1949,5321,5470,618,3994,2069,1431,"CD56dim"
"13787",2394,3110,6919,1735,5224,2825,5855,6033,1312,1090,"CD8+CD4-"
"13796",2129,3803,7109,1670,5955,5050,5740,6496,2213,1596,"CD8+CD4-"
"13804",2142,4269,7294,5933,5417,2429,5970,2003,1453,749,"CD4+CD8-"
"13810",2291,2911,3285,4299,5462,3251,3637,3723,4143,8191,"Eosinophils"
"13813",2127,4963,993,3397,5030,5186,2645,5697,3252,2441,"Monocytes"
"13819",2238,2797,3553,4393,5367,3178,3852,3677,3832,7420,"Eosinophils"
"13828",2132,4493,2346,3830,5356,5176,3117,5151,4469,2399,"Monocytes"
"13843",2159,3109,6522,1954,5284,2502,5525,5715,1174,649,"CD8+CD4-"
"13844",2262,2971,6289,4694,5424,2496,5785,6021,1571,963,"CD8+CD4-"
"13848",2029,5485,1452,3506,5136,4936,2656,5839,3549,2831,"Monocytes"
"13849",2396,2898,3438,4367,5280,3056,3396,3760,4126,7970,"Eosinophils"
"13857",2659,3464,6698,1740,5272,1639,5705,6167,1432,997,"CD8+CD4-"
"13860",2512,2134,6263,5764,5605,2807,5788,3700,2095,1377,"CD4+CD8-"
"13872",3138,3952,7071,5829,5488,4140,6017,3744,2752,2900,"CD4+CD8-"
"13902",6241,3336,2796,6305,5400,5694,3386,4541,2580,985,"Mature SIg Kappa"
"13919",2232,2797,3832,4638,5552,3492,4034,3964,4987,8191,"Eosinophils"
"13969",3204,4633,7140,5904,5531,2581,6023,2975,1582,1002,"CD4+CD8-"
"13977",1882,2005,7158,5984,5686,2065,6509,2007,2049,1224,"CD4+CD8-"
"13984",1803,2736,6690,5826,5385,2237,6020,2536,1716,1045,"CD4+CD8-"
"13990",2429,1934,3511,4322,5233,2746,3553,3711,3835,6722,"Eosinophils"
"14009",2473,3809,7233,5765,5445,1993,6089,2588,1431,1051,"CD4+CD8-"
"14014",2706,4320,7208,5784,5293,1809,5759,2659,1377,772,"CD4+CD8-"
"14029",2764,2058,6975,1642,5545,1808,5369,6106,1958,1118,"CD8+CD4-"
"14047",2384,2036,1905,2225,5853,4511,2707,3756,2203,1593,"CD56dim"
"14048",3271,4022,2749,3830,5291,4924,3166,5111,3514,3409,"Monocytes"
"14052",2608,3580,6893,5928,5422,1700,6164,3081,1587,1129,"CD4+CD8-"
"14056",2607,4616,6781,1500,5366,2605,5916,6183,1639,1002,"CD8+CD4-"
"14057",3070,3128,3908,4689,5423,3588,3934,4146,3627,7468,"Eosinophils"
"14059",6017,2900,3270,6151,5385,4728,1944,5721,1619,877,"Mature SIg Lambda"
"14061",5433,1145,3472,5630,4901,4970,3782,4507,1489,997,"Mature SIg Kappa"
"14071",1537,3825,6463,5854,5535,2119,6644,2719,1787,1268,"CD4+CD8-"
"14074",1728,2916,6167,3552,5446,1673,5880,6138,1971,1076,"CD8+CD4-"
"14077",2185,3068,3409,4779,5582,3497,4091,4110,3862,8191,"Eosinophils"
"14080",2769,2242,6941,5920,5639,1872,5828,2512,1567,1165,"CD4+CD8-"
"14081",1504,1696,6959,5970,5559,2236,6668,3050,2146,1163,"CD4+CD8-"
"14084",2219,4205,6932,5877,5492,2110,6270,1916,1589,1062,"CD4+CD8-"
"14094",1743,2260,6824,1639,5782,2057,5845,6207,1990,1415,"CD8+CD4-"
"14096",1693,3268,6118,5949,5610,2200,5978,2570,2099,1301,"CD4+CD8-"
"14098",2708,4127,2812,3353,5406,5476,2082,5415,3173,3926,"Monocytes"
"14109",2897,2850,6883,5967,5512,2108,6119,3002,2054,1202,"CD4+CD8-"
"14115",2647,2817,6698,1976,5887,2837,6419,6432,2194,1543,"CD8+CD4-"
"14130",2320,1555,6909,3814,5833,1745,5721,6238,2067,1347,"CD8+CD4-"
"14143",1980,2894,6991,5915,5447,2086,6354,1884,2605,1002,"CD4+CD8-"
"14144",3063,3836,7257,5935,5472,1693,5743,2559,2087,905,"CD4+CD8-"
"14150",1938,2172,6814,5846,5502,2265,6278,2824,2563,1143,"CD4+CD8-"
"14153",6210,4078,2725,6559,5204,6013,3067,5503,1274,822,"Mature SIg Kappa"
"14155",2821,4344,3305,4185,5326,5307,2335,5282,3041,3784,"Monocytes"
"14171",2432,2571,6976,5921,5590,1697,5504,2138,1937,1124,"CD4+CD8-"
"14178",2186,3578,6443,1729,5500,2904,5824,6122,1353,1279,"CD8+CD4-"
"14179",4046,2744,3460,5289,4903,4088,4303,4908,1443,974,"Mature SIg Lambda"
"14184",2602,4776,6934,5681,5288,1665,5421,1919,1222,634,"CD4+CD8-"
"14188",2916,4137,3345,4914,5745,5320,3538,5486,2624,4275,"Monocytes"
"14194",2282,2955,6777,5980,5665,1974,6686,1979,2063,1204,"CD4+CD8-"
"14206",1555,4469,7197,5908,5398,1962,5912,2157,1427,868,"CD4+CD8-"
"14208",2661,1978,7021,5760,5520,1869,6133,2239,1783,1511,"CD4+CD8-"
"14210",2767,4477,7021,5927,5525,1921,5987,1955,1485,1011,"CD4+CD8-"
"14219",1733,3384,7145,5901,5347,1971,5846,2004,1671,994,"CD4+CD8-"
"14229",2899,2085,6778,5676,5383,1961,6250,1803,1919,877,"CD4+CD8-"
"14242",2951,2029,6655,5703,5329,1378,6186,2622,1764,874,"CD4+CD8-"
"14245",2161,2306,6537,5815,5487,1704,6083,2153,1847,1118,"CD4+CD8-"
"14249",1940,5049,7159,6070,5532,2099,6007,2102,1456,758,"CD4+CD8-"
"14260",2649,3267,3982,4805,5384,3754,4126,4223,4301,7652,"Eosinophils"
"14267",2670,4446,2528,4600,5305,5223,1951,5303,5004,2427,"Monocytes"
"14273",2620,5319,1702,1869,5606,5785,806,5573,2201,1938,"CD56dim"
"14280",1879,3687,6571,5519,5177,1806,5875,2154,1630,851,"CD4+CD8-"
"14283",2808,4570,3647,3716,5359,5480,1711,5422,3362,4279,"Monocytes"
"14287",1335,3591,6624,1978,5682,3156,6188,6267,1890,1132,"CD8+CD4-"
"14314",2911,4508,2354,3931,5020,5188,1976,5045,3038,3813,"Monocytes"
"14323",2327,4776,2827,3375,5200,5000,2659,5096,3294,2892,"Monocytes"
"14339",2586,2985,7296,5901,5522,3680,6198,3341,2002,2028,"CD4+CD8-"
"14357",2403,2442,6655,2065,5462,1915,5968,6309,1487,1034,"CD8+CD4-"
"14360",3432,3325,3898,4057,5503,4549,2437,4734,2763,4265,"Monocytes"
"14365",2631,3115,7185,5625,5447,2226,6150,2290,1374,963,"CD4+CD8-"
"14369",4744,2215,2861,5310,4248,3410,2962,4632,1340,1005,"Mature SIg Lambda"
"14374",1955,3192,6786,5841,5503,1839,6034,2107,1510,920,"CD4+CD8-"
"14386",2585,3750,7070,5540,5343,4293,5707,3085,1598,1213,"CD4+CD8-"
"14396",2336,2752,2418,2240,5647,4863,4593,3588,1840,1452,"CD56dim"
"14406",2544,3218,6912,1325,5609,1922,6038,6128,2011,1096,"CD8+CD4-"
"14413",1366,2830,6665,1929,5313,2172,5908,4137,1267,664,"TCRgd-"
"14417",2536,4896,3181,3237,5642,5250,2491,5406,5613,2730,"Monocytes"
"14421",1863,3317,6641,4230,5676,3870,5793,6277,2537,1495,"CD8+CD4-"
"14424",3454,2862,6704,5999,5612,1780,6774,2528,2030,1140,"CD4+CD8-"
"14425",2524,5055,157,1972,5376,4792,2143,4229,2041,1312,"CD56dim"
"14463",2852,1858,6953,5903,5643,2170,6287,3290,2007,1279,"CD4+CD8-"
"14474",1886,1363,6716,5684,5555,2056,6047,2399,1969,974,"CD4+CD8-"
"14488",2359,4367,2896,3641,5135,5303,2044,5130,3158,3421,"Monocytes"
"14498",2265,4064,7395,6014,5663,1956,6204,2498,2034,1202,"CD4+CD8-"
"14500",5244,3226,2349,6544,5399,5566,2708,3966,1318,865,"Mature SIg Kappa"
"14508",2724,3915,2682,4239,5443,5159,2464,5192,3805,3005,"Monocytes"
"14511",3262,626,7036,5902,5533,3425,6142,3590,2299,2885,"CD4+CD8-"
"14523",3156,4330,6725,2657,5578,1814,6018,6262,1825,1168,"CD8+CD4-"
"14538",1557,2176,6467,5933,5643,1988,6309,1926,1509,980,"CD4+CD8-"
"14559",2584,4696,2421,3836,5614,5397,3125,5402,4647,3111,"Monocytes"
"14560",6040,2678,3711,6348,4987,3721,2242,5315,1951,1320,"Mature SIg Lambda"
"14564",2451,1892,6745,1047,5482,1526,5914,5680,1889,974,"CD8+CD4-"
"14566",2501,3336,6900,2511,5538,2461,5701,6324,1741,1193,"CD8+CD4-"
"14576",6419,3507,2310,6780,5349,5602,1467,3880,1495,1011,"Mature SIg Kappa"
"14578",2687,3325,7350,6006,5638,1634,6289,1856,1226,988,"CD4+CD8-"
"14582",2778,2160,6916,2353,5566,3899,5395,6110,1652,1268,"CD8+CD4-"
"14585",2638,2614,1561,2123,6143,5212,1384,3762,2152,1714,"CD56dim"
"14587",2130,2691,6673,5908,5370,1932,6226,2313,2050,1202,"CD4+CD8-"
"14593",2231,1928,6392,5161,4847,2471,5204,2404,1536,810,"CD4+CD8-"
"14596",2186,2981,7249,5966,5564,1866,5699,3261,1970,1034,"CD4+CD8-"
"14600",4222,3821,3462,6659,5491,4394,3528,6429,1458,1193,"Mature SIg Lambda"
"14602",5686,3560,3308,6171,4921,6428,2558,4979,1358,737,"Mature SIg Kappa"
"14610",2085,3835,7108,5820,5367,1946,6226,1972,1536,900,"CD4+CD8-"
"14619",2347,2679,6786,5795,5563,2136,6310,2264,1742,1104,"CD4+CD8-"
"14658",2126,3637,6530,5690,5140,2352,5905,2190,1530,1067,"CD4+CD8-"
"14659",5659,2379,3188,5955,5132,5377,2841,4435,1328,769,"Mature SIg Kappa"
"14666",2833,4954,3585,4876,5362,5271,2482,5243,5484,3136,"Monocytes"
"14668",2459,2367,3219,4363,5325,3194,3639,4056,4372,7152,"Eosinophils"
"14679",1947,2151,6857,4530,5615,2137,5155,6147,1714,1087,"CD8+CD4-"
"14680",5553,3365,3155,6066,5256,6143,1590,4925,1480,885,"Mature SIg Kappa"
"14694",2103,2880,6606,5780,5458,2072,6067,2653,2164,1059,"CD4+CD8-"
"14695",2187,4442,3206,4445,5617,5520,2855,5379,5583,2853,"Monocytes"
"14702",2300,4844,2764,4419,5617,5421,2470,5518,3403,3384,"Monocytes"
"14704",1663,3522,6862,5824,5453,2282,5907,2119,1605,1152,"CD4+CD8-"
"14710",2077,4302,2104,1679,5406,5827,1530,4498,2197,1436,"CD56bright"
"14711",5544,3838,3294,5770,5142,5895,1700,3573,1100,672,"Mature SIg Kappa"
"14713",1646,2565,6865,5640,5381,2186,6374,3327,2032,1051,"CD4+CD8-"
"14717",1861,4825,7035,5729,5326,1792,6303,1648,1489,807,"CD4+CD8-"
"14725",2106,2270,3411,4389,5306,3288,3792,3928,3981,7046,"Eosinophils"
"14728",2632,1538,7206,6048,5641,2227,5760,2627,1986,1431,"CD4+CD8-"
"14744",2781,4301,3470,3282,5563,5565,3167,5344,4813,3766,"Monocytes"
"14747",6042,2469,2523,6458,5206,4120,2680,3769,1543,1008,"Mature SIg Lambda"
"14759",2894,4272,2762,4291,5326,5627,2972,5520,3404,4169,"Monocytes"
"14760",2561,4113,6779,1719,5869,5147,6469,6524,2233,1760,"CD8+CD4-"
"14769",1712,1336,7147,5811,5432,1672,5710,2659,1694,1986,"CD4+CD8-"
"14774",1766,2145,6089,5863,5460,2020,6479,2671,2225,928,"CD4+CD8-"
"14783",5593,3008,3691,6184,5033,5813,3448,4476,1316,1517,"Mature SIg Kappa"
"14790",2686,878,6876,5899,5688,2305,6579,3743,2297,1390,"CD4+CD8-"
"14796",1863,2358,7068,5734,5444,1934,6139,1687,1504,871,"CD4+CD8-"
"14804",2476,2590,6973,5831,5443,1823,5862,2297,1580,1014,"CD4+CD8-"
"14805",2430,1970,6892,5894,5576,2010,5518,2459,1727,894,"CD4+CD8-"
"14827",2530,4016,7301,5843,5492,1501,5621,2242,1299,807,"CD4+CD8-"
"14835",2117,1580,6991,4351,5746,1830,5483,6366,1955,1276,"CD8+CD4-"
"14839",2459,3241,6900,5939,5551,1952,5450,2435,2200,1374,"CD4+CD8-"
"14842",2242,3556,6518,5829,5588,1753,6191,1970,1974,1107,"CD4+CD8-"
"14851",1788,4622,7170,5744,5475,1406,6134,2130,1386,859,"CD4+CD8-"
"14853",5159,2223,2065,5843,4721,5473,2168,3674,1199,836,"Mature SIg Kappa"
"14855",2826,4554,1584,4049,5427,5632,3280,5544,3064,3963,"Monocytes"
"14872",2409,4602,7030,1962,5272,2273,5896,6224,1384,897,"CD8+CD4-"
"14877",2666,2995,6915,5886,5257,2052,5938,1764,1460,778,"CD4+CD8-"
"14895",3226,4079,6826,2905,5514,2653,6191,6097,1562,1273,"CD8+CD4-"
"14904",4296,2888,3663,5647,4915,3698,4536,4951,1114,649,"Mature SIg Lambda"
"14906",2374,1782,7084,5802,5793,1846,5906,2856,2338,1450,"CD4+CD8-"
"14919",2341,3406,6810,5773,5466,2186,6322,3431,2006,1303,"CD4+CD8-"
"14922",2703,4134,6995,1970,5683,2553,5823,6036,2390,1474,"CD8+CD4-"
"14924",2563,2903,6292,5861,5421,2070,6686,2632,1789,1076,"CD4+CD8-"
