"","CD19/TCRgd:PE Cy7-A LOGICAL","CD4+CD20:PB-A LOGICAL","CD3:APC-A LOGICAL","CD38:APC H7-A LOGICAL","CD45:PO-A LOGICAL","CD5:PerCP Cy5-5-A LOGICAL","CD56+IgK:PE-A LOGICAL","CD8+IgL:FITC-A LOGICAL","FSC-A LINEAR","SSC-A Exp-SSC Low","Population ID (name)"
"41187",2774,3707,7107,5630,5354,1045,6307,2986,1469,980,"CD4+CD8-"
"41191",2307,5397,2086,1711,5369,4987,2168,4602,1914,1260,"CD56dim"
"41193",2153,1721,6920,1326,5656,1825,6456,6412,2178,1247,"CD8+CD4-"
"41196",2430,2814,7216,5715,5409,1265,6072,2186,1407,1085,"CD4+CD8-"
"41202",1639,2509,6683,5533,5158,1665,5692,2981,1901,1074,"CD4+CD8-"
"41208",1215,2921,6513,5915,5470,2013,6786,357,2289,1589,"CD4+CD8-"
"41211",4002,3481,7110,5504,5414,1892,6681,1627,1865,1337,"CD4+CD8-"
"41212",2110,5784,6936,5524,5609,4264,6013,6078,3984,2173,"CD8+CD4-"
"41214",1921,1961,3506,3977,5305,3367,3971,4114,5282,7138,"Eosinophils"
"41223",1365,3247,7279,5619,5367,2149,5829,1909,1852,1197,"CD4+CD8-"
"41228",1968,4615,1116,1787,5431,4770,3466,4397,2308,1570,"CD56dim"
"41229",1295,3805,7373,5634,5418,1907,6092,332,1507,1144,"CD4+CD8-"
"41234",2305,3624,4148,4574,5488,3163,4314,4682,4706,7101,"Eosinophils"
"41244",2099,2036,7151,5568,5361,1318,6319,1237,1660,1122,"CD4+CD8-"
"41245",2629,4638,2856,4466,5440,4220,2165,4730,3105,2532,"Monocytes"
"41254",6125,4176,1605,6211,5253,5159,3913,1838,1779,1046,"Mature SIg Kappa"
"41256",1448,4457,7161,5612,5404,2253,6015,2952,1732,563,"CD4+CD8-"
"41260",2577,5711,1402,2172,5322,5339,1953,6165,2470,1359,"CD56dim"
"41268",2274,1243,6208,5067,5043,1979,5583,1635,1823,923,"CD4+CD8-"
"41271",5714,4422,2134,5875,4979,4433,1982,2370,1443,679,"Mature SIg Kappa"
"41280",1869,2731,6961,3373,5830,2064,5966,6744,2538,1712,"CD8+CD4-"
"41281",3211,538,7004,5476,5309,1630,6051,1690,1406,750,"CD4+CD8-"
"41287",2518,3053,2300,3734,5182,3076,1117,4044,2766,1934,"Monocytes"
"41295",1942,3382,6640,1782,5678,1893,5909,6329,2242,1367,"CD8+CD4-"
"41306",2294,1442,5617,1398,4552,1855,5624,5543,1796,903,"CD8+CD4-"
"41311",2036,2802,6775,2418,5622,2340,5742,6350,2269,1222,"CD8+CD4-"
"41313",1930,3211,6853,5732,5577,3564,5955,1439,2288,1326,"CD4+CD8-"
"41315",2983,4376,3392,4832,5511,4055,3467,4716,3124,3039,"Monocytes"
"41317",3278,3173,6749,5050,5730,2382,6183,6408,2107,1467,"CD8+CD4-"
"41318",1735,1506,6852,5554,5463,1940,6154,1794,1602,1326,"CD4+CD8-"
"41319",2928,3643,7227,5847,5593,1859,6079,1683,2424,1709,"CD4+CD8-"
"41324",2836,3165,4736,5207,5021,3431,3628,4511,3431,3108,"Monocytes"
"41327",2190,5690,623,913,5508,5164,3731,5389,2142,1568,"CD56dim"
"41329",2893,2830,6263,5771,5529,1442,6841,2578,1914,1628,"CD4+CD8-"
"41332",2115,5410,2722,664,5488,5175,1388,5027,1920,1304,"CD56dim"
"41333",2756,4690,7179,5608,5427,1937,6241,2380,1562,1180,"CD4+CD8-"
"41337",2534,3981,1321,2384,5005,3936,2827,3329,2011,851,"CD56dim"
"41344",1814,4309,6054,5321,4807,1807,6405,1266,1586,1026,"CD4+CD8-"
"41350",3126,2379,6897,5239,5196,1502,5958,727,1673,790,"CD4+CD8-"
"41351",3040,3373,3790,4294,5245,2680,3659,4797,4654,6698,"Eosinophils"
"41363",2274,3788,2835,4031,5399,2809,3095,4282,4338,6757,"Eosinophils"
"41365",2697,3940,3927,4437,5290,2835,3586,4539,5064,6818,"Eosinophils"
"41370",3508,4273,3499,4483,5436,4345,3690,4836,3994,3599,"Monocytes"
"41378",1750,2321,6766,2472,5622,1782,6510,6528,2295,1499,"CD8+CD4-"
"41386",2663,6109,3310,982,5637,5086,2448,4502,2340,1761,"CD56dim"
"41387",5693,2894,2986,6063,4466,2613,1837,5544,1458,697,"Mature SIg Lambda"
"41390",1998,3369,6477,2003,5343,2082,6323,5592,1701,1166,"CD8+CD4-"
"41394",2786,2905,6809,5280,4982,1800,5182,3365,1156,834,"CD4+CD8-"
"41396",2170,2116,7099,5845,5686,1665,6640,3032,2581,1807,"CD4+CD8-"
"41397",2199,3911,7054,5564,5321,1958,5873,2601,1532,1006,"CD4+CD8-"
"41399",2924,3636,6926,5754,5620,2174,6682,3186,1979,1288,"CD4+CD8-"
"41407",3074,4907,6743,5129,5224,2174,6210,1279,1163,706,"CD4+CD8-"
"41408",1650,3492,6612,3855,5577,1040,6431,6179,1995,1523,"CD8+CD4-"
"41410",2071,5682,1224,1588,5722,5117,3593,4622,2188,1792,"CD56dim"
"41421",2933,4005,3218,4294,5324,4089,1734,4572,2221,2435,"Monocytes"
"41422",2207,5375,3157,2485,5531,4404,2131,4663,1717,1896,"CD56dim"
"41425",1286,2156,7001,5315,5303,1066,5890,2474,1504,983,"CD4+CD8-"
"41426",2710,4431,2537,4770,5124,2200,2969,4730,2701,2282,"Monocytes"
"41431",6102,2841,1401,6185,5107,3620,2930,2985,1607,946,"Mature SIg Kappa"
"41433",3681,906,6958,5632,5670,1485,5978,263,1497,1318,"CD4+CD8-"
"41435",3154,5049,3247,4220,5372,4262,1676,4624,2271,2632,"Monocytes"
"41441",2714,4020,7056,5377,5346,1669,6531,1811,1721,1057,"CD4+CD8-"
"41447",2796,4871,2288,4131,5407,3654,1544,4208,2681,2575,"Monocytes"
"41452",2941,4311,3125,3823,5350,3457,2970,3990,2469,3573,"Monocytes"
"41453",2718,3176,6760,5198,5348,1593,6188,1498,1807,863,"CD4+CD8-"
"41455",1943,5754,2049,1318,5731,5544,1699,5104,2129,1991,"CD56dim"
"41456",2158,1624,7169,5891,5548,2061,5916,2821,1775,1555,"CD4+CD8-"
"41461",2760,2971,7253,5646,5519,1330,6712,2925,1506,1321,"CD4+CD8-"
"41464",2363,5668,2413,1506,5388,5631,3536,4769,2365,1626,"CD56dim"
"41466",2149,5791,3040,388,5244,4805,1344,4787,2068,1581,"CD56dim"
"41469",2364,3389,6439,5762,5388,1790,6481,1986,1657,1172,"CD4+CD8-"
"41471",2458,4584,7110,5691,5558,2131,6648,254,1570,1584,"CD4+CD8-"
"41474",3247,3765,6134,4592,4480,1993,5909,1950,1724,726,"CD4+CD8-"
"41475",1757,5658,2835,1676,5523,5195,3294,5450,2240,1668,"CD56dim"
"41483",5740,2231,931,6507,5415,5966,3649,2254,1649,1260,"Mature SIg Kappa"
"41484",1942,3832,6760,4906,4660,2002,5810,1969,1978,811,"CD4+CD8-"
"41487",2148,1479,7052,5606,5484,1208,6059,2046,1883,1312,"CD4+CD8-"
"41488",2841,5200,1231,4465,5299,3872,3146,4462,3310,3081,"Monocytes"
"41489",3236,4787,6950,5277,5348,1878,6236,2840,1331,1074,"CD4+CD8-"
"41490",1334,4945,7074,5659,5318,1733,6540,2864,1539,1252,"CD4+CD8-"
"41493",2091,2411,6505,5235,5264,1622,6335,2279,1754,1060,"CD4+CD8-"
"41499",1326,1345,6985,5207,5154,1868,6088,1556,1899,992,"CD4+CD8-"
"41505",1603,2862,6782,2797,5745,1440,5834,6415,1960,1678,"CD8+CD4-"
"41513",3521,4856,2948,4580,5419,3823,2366,4427,2599,2944,"Monocytes"
"41515",3078,5448,1705,1792,5601,5324,1224,4617,2467,1694,"CD56dim"
"41516",2566,2105,7221,5617,5346,2178,6290,2148,1634,1293,"CD4+CD8-"
"41520",5886,5102,4117,6404,5842,4017,4267,7089,2168,1714,"Mature SIg Lambda"
"41525",2184,5143,3056,2894,5288,3847,2903,4602,2597,2888,"Monocytes"
"41528",2201,3605,3199,4383,5314,3505,3496,4488,4719,6723,"Eosinophils"
"41531",3418,2878,6515,2164,5317,2060,6075,6283,1458,753,"CD8+CD4-"
"41534",2999,4786,3032,4583,5416,4139,2978,4802,3549,3202,"Monocytes"
"41536",5905,4266,1817,6275,5130,1501,2468,5271,1751,1158,"Mature SIg Lambda"
"41538",1067,1784,7317,5664,5380,1614,6499,2182,2144,1525,"CD4+CD8-"
"41540",2094,4799,2015,858,5380,4877,3060,5768,2167,1271,"CD56dim"
"41541",2726,4640,3638,4388,5308,3490,4056,4975,4652,6698,"Eosinophils"
"41542",3027,3969,7257,3465,5490,513,6282,6072,2492,875,"CD8+CD4-"
"41544",3183,4631,7304,5555,5252,2204,6286,3167,1749,1082,"CD4+CD8-"
"41548",2097,2511,1878,1838,5740,4809,2242,5277,1957,1318,"CD56dim"
"41550",2925,4574,3263,4216,5219,3591,2849,4555,3187,2838,"Monocytes"
"41559",3057,3672,6957,5574,5409,1561,6666,1644,2112,1307,"CD4+CD8-"
"41562",6092,4195,2891,6400,5362,5024,1451,3126,1755,1499,"Mature SIg Kappa"
"41576",1978,1229,6535,4886,4937,1750,5562,813,1893,886,"CD4+CD8-"
"41581",2795,2388,7729,5966,5637,1227,6920,2949,2391,2014,"CD4+CD8-"
"41583",2360,3536,7039,5478,5339,1368,6242,1757,1512,863,"CD4+CD8-"
"41588",5884,3188,2409,5752,5036,2091,3140,5844,1663,834,"Mature SIg Lambda"
"41599",2442,3403,5915,1363,4925,2860,5599,5581,1722,1378,"CD8+CD4-"
"41603",2545,4651,2278,2251,5341,4866,2733,5152,1853,1507,"CD56dim"
"41607",5880,4652,2528,6183,4901,5510,3283,3107,1542,788,"Mature SIg Kappa"
"41611",2886,2262,6816,5340,5403,2865,5748,1487,1619,863,"CD4+CD8-"
"41613",2985,774,6548,5361,5251,1676,6305,1791,1776,978,"CD4+CD8-"
"41616",2406,2792,2523,3768,4677,2847,2089,3290,1592,1141,"Monocytes"
"41625",2724,5424,2066,1935,5710,4875,1088,5343,2263,1745,"CD56dim"
"41627",2370,5154,565,3688,5246,3692,2447,4780,2543,3883,"Monocytes"
"41631",2078,4374,7336,5716,5547,1351,6792,1868,2277,1342,"CD4+CD8-"
"41637",2556,4870,3672,2890,5046,3699,2388,4392,2380,2766,"Monocytes"
"41645",2870,5584,1472,1072,5697,5127,1320,4920,2213,1610,"CD56dim"
"41646",2808,2863,6680,5112,4904,1284,5548,2859,1103,691,"CD4+CD8-"
"41647",3515,5084,2113,4410,5535,4225,3270,4833,2500,3075,"Monocytes"
"41648",2344,2942,6974,1720,5629,2818,5928,6436,1628,1063,"CD8+CD4-"
"41649",1553,3644,7006,907,5427,1884,6400,6343,1473,1285,"CD8+CD4-"
"41650",2244,4033,6608,3040,5669,2401,4528,6421,2475,2041,"CD8+CD4-"
"41653",1855,3907,2067,892,5384,4863,2907,4375,2273,1761,"CD56dim"
"41656",1715,3968,6560,5602,5661,2427,7004,3184,2386,1375,"CD4+CD8-"
"41657",597,1467,6710,2828,5427,2503,6426,6274,1755,1049,"CD8+CD4-"
"41659",3052,3646,6733,1009,5706,982,6406,6475,2174,1464,"CD8+CD4-"
"41662",3062,1811,6890,5489,5430,1595,5941,2061,1868,1647,"CD4+CD8-"
"41665",2192,3922,1545,5100,4953,2756,1893,4268,3064,1921,"Monocytes"
"41672",2589,4238,1078,4570,5357,3888,1850,4519,2727,2470,"Monocytes"
"41673",2487,4086,5549,4207,5147,3039,2308,4860,3373,3650,"Monocytes"
"41677",2743,4593,2641,4338,5363,3761,1809,4716,2711,2451,"Monocytes"
"41679",2896,2069,6941,717,5591,3559,5634,6512,2361,1380,"CD8+CD4-"
"41681",2388,2061,7013,5411,5102,1259,5616,2775,1504,1271,"CD4+CD8-"
"41683",2842,4003,3120,3834,5336,3790,2975,4187,2380,2750,"Monocytes"
"41686",2313,5416,1812,2528,5194,4230,1485,4922,2860,2816,"Monocytes"
"41689",2664,4010,7128,5645,5358,1608,6096,3185,2016,923,"CD4+CD8-"
"41690",1998,6047,1076,1714,5189,4804,2870,4620,1776,1378,"CD56dim"
"41694",2788,2478,7023,5671,5363,1450,6515,1527,1680,1108,"CD4+CD8-"
"41698",3509,1235,7456,5594,5525,1946,6379,2152,1666,1186,"CD4+CD8-"
"41700",3001,4261,6856,5403,5148,2053,6352,2064,1736,1032,"CD4+CD8-"
"41702",2742,3491,7109,5565,5389,2038,5966,1603,1669,935,"CD4+CD8-"
"41703",2690,2888,6447,3039,5663,2534,5805,6243,2239,1334,"CD8+CD4-"
"41704",2075,1758,6626,5703,5488,1562,6141,2666,2217,1459,"CD4+CD8-"
"41709",3349,3183,6647,1489,5473,2364,6487,6632,1651,1213,"CD8+CD4-"
"41713",3280,2614,6866,5837,5525,1950,6672,804,1868,1429,"CD4+CD8-"
"41718",2160,5899,1530,1025,5523,4871,2317,4021,2024,1560,"CD56dim"
"41725",2404,5286,2020,2880,5231,4195,2306,4972,2727,2864,"Monocytes"
"41732",2684,4945,3106,3422,5379,3495,1879,4204,3027,3129,"Monocytes"
"41735",2079,3150,3787,4301,5270,3178,3909,4440,4902,7002,"Eosinophils"
"41736",2715,2660,7052,5425,5142,1930,5842,1348,1155,667,"CD4+CD8-"
"41739",1070,4974,7236,5494,5294,1356,5930,2343,1693,1068,"CD4+CD8-"
"41745",5803,4414,2748,5977,4922,3645,2026,2519,1448,773,"Mature SIg Kappa"
"41750",2707,3870,2347,4085,4707,2893,2035,3813,1193,1507,"Monocytes"
"41752",842,3492,6865,5684,5403,1762,6511,1412,1449,1334,"CD4+CD8-"
"41757",2405,3369,6715,1750,5422,1871,5848,6126,1885,1158,"CD8+CD4-"
"41766",2094,5441,842,1699,5419,5183,2329,5838,2235,1784,"CD56dim"
"41770",2018,5675,256,462,5150,5076,2675,4251,2015,1291,"CD56dim"
"41771",2589,4490,6996,5537,5281,3196,6059,2221,628,793,"CD4+CD8-"
"41774",5200,2474,2732,5444,4621,1970,2755,4953,1154,664,"Mature SIg Lambda"
"41777",2168,5346,1286,647,5073,4880,3092,5009,1200,1096,"CD56dim"
"41779",2128,5774,2961,855,5424,4939,2483,5293,2327,1402,"CD56dim"
"41784",2242,3490,7200,5601,5347,1456,5947,1188,1915,1105,"CD4+CD8-"
"41785",2364,3423,3647,3638,5040,2861,3113,3926,5294,6894,"Eosinophils"
"41786",2735,2903,6482,5604,5367,1766,6603,1405,2180,1348,"CD4+CD8-"
"41795",2227,5932,1458,1076,5510,5596,3459,4812,2122,1626,"CD56dim"
"41799",1741,2927,6478,1212,5343,579,6034,6236,1586,886,"CD8+CD4-"
"41803",2301,4909,2721,4199,4873,3695,1417,4597,2668,1794,"Monocytes"
"41817",1895,5519,1990,4139,4831,4625,3697,4439,4106,2286,"Monocytes"
"41822",3261,3558,7368,5560,5476,1922,6108,2198,1408,943,"CD4+CD8-"
"41824",1966,3785,3328,4173,5333,3330,3258,4185,4836,6714,"Eosinophils"
"41829",3671,4464,3218,4439,5337,3722,2026,4733,2997,3060,"Monocytes"
"41831",2543,2898,7200,5695,5463,2080,5872,1248,1744,1211,"CD4+CD8-"
"41838",3232,3969,3726,4440,5430,3720,2074,4368,2421,2460,"Monocytes"
"41843",1408,4178,7051,5539,5392,1980,5989,2079,1640,1124,"CD4+CD8-"
"41844",2875,5127,3136,3965,5408,4117,2053,4934,2465,3007,"Monocytes"
"41845",2285,1415,6929,2234,5698,1480,6010,6412,2295,1424,"CD8+CD4-"
"41852",2644,5834,1673,1123,5201,5539,1643,5185,2237,1329,"CD56dim"
"41859",2365,4108,7146,5598,5425,1890,6489,2199,2008,1116,"CD4+CD8-"
"41861",2434,4047,1982,1649,4723,3660,2202,3310,1728,895,"CD56dim"
"41873",3289,1880,6417,1962,5290,1963,6118,6351,2143,1337,"CD8+CD4-"
"41874",2151,1061,6857,5739,5710,1230,5777,2186,2247,1402,"CD4+CD8-"
"41882",2412,3134,3507,4535,5393,3019,4415,4230,4178,7025,"Eosinophils"
"41885",2357,3133,6473,2437,5736,2631,5922,5963,1739,1224,"CD8+CD4-"
"41888",2078,4333,7156,5599,5489,1439,6459,2060,1598,1180,"CD4+CD8-"
"41890",1743,609,7033,1520,5582,992,6099,6302,2316,1348,"CD8+CD4-"
"41898",2364,3585,6754,1570,5384,633,6094,6193,1654,1183,"CD8+CD4-"
"41899",3601,3481,7390,6101,5699,2104,6449,2617,2027,1639,"CD4+CD8-"
"41900",1524,2924,6945,5629,5183,1678,6114,2471,1485,840,"CD4+CD8-"
"41908",2543,5964,2854,2223,5363,5118,1535,5732,2001,1673,"CD56dim"
"41909",2033,5754,3418,4937,5324,4003,2299,5174,2043,1397,"Monocytes"
"41911",1968,3954,7285,5413,5384,2027,6661,2472,1755,1304,"CD4+CD8-"
"41918",2274,5029,2260,3988,5413,3544,2943,4685,2710,2339,"Monocytes"
"41927",5994,2977,1798,5992,5319,3996,2059,2183,1482,972,"Mature SIg Kappa"
"41937",2217,3666,6993,2176,5734,2280,6099,6496,2416,1618,"CD8+CD4-"
"41938",4304,3162,4090,4967,5386,3443,4167,4747,5012,7561,"Eosinophils"
"41942",2752,4506,3817,4743,5380,2975,3044,4377,4517,7024,"Eosinophils"
"41944",1726,2817,6474,1503,5640,2396,5914,6430,1932,1304,"CD8+CD4-"
"41945",2122,3413,7077,5638,5559,1273,6295,2860,1419,1043,"CD4+CD8-"
"41953",2027,4215,2241,1196,4766,3055,2564,4075,1821,1491,"CD56dim"
"41955",3053,1085,7557,5653,5413,1320,6094,2688,1604,923,"CD4+CD8-"
"41961",1801,3380,6918,5573,5654,1871,6388,1978,1437,1499,"CD4+CD8-"
"41962",1429,2605,7159,6002,5659,1690,7461,2804,1982,1660,"CD4+CD8-"
"41963",2450,3945,7360,5629,5573,1430,6517,1595,1792,1345,"CD4+CD8-"
"41966",2679,5588,2502,3068,5436,4716,2217,2955,2470,1991,"CD56dim"
"41973",2890,5662,7084,1979,5394,1608,5132,3671,1757,1230,"TCRgd-"
"41977",2385,4707,3168,4474,5273,3054,2385,4367,2504,2364,"Monocytes"
"41985",5562,4619,1820,6362,5256,1115,4564,5659,1287,892,"Mature SIg Lambda"
"41986",1152,3074,6896,5813,5449,1533,7055,3180,2344,1296,"CD4+CD8-"
"41992",3526,4646,3719,4614,5511,3828,2400,4372,2804,3372,"Monocytes"
"42000",1971,926,6836,2058,5543,3399,6431,6394,1826,1370,"CD8+CD4-"
"42004",2640,3915,3840,4527,5306,2849,3627,4653,5218,6858,"Eosinophils"
"42008",883,4652,6921,5701,5510,2251,6414,2538,1696,1127,"CD4+CD8-"
"42017",3378,2749,7164,5626,5377,1711,5693,2422,1465,1029,"CD4+CD8-"
"42021",2224,3197,3664,4218,5340,3547,3837,4591,5182,6938,"Eosinophils"
"42026",1921,2667,6751,5612,5536,1592,6221,2981,1656,1037,"CD4+CD8-"
"42029",1722,3615,6716,2300,5605,2554,6337,6468,2106,1383,"CD8+CD4-"
"42031",2504,4533,2641,4563,5631,4033,3039,4882,4752,2584,"Monocytes"
"42037",2041,3749,6694,5244,4986,2216,6443,1665,1659,929,"CD4+CD8-"
"42039",5880,4531,1289,6388,5550,2624,1895,5997,1527,1068,"Mature SIg Lambda"
"42045",3674,4333,4279,4278,5410,4014,2912,4825,2981,2458,"Monocytes"
"42047",6249,4508,2275,6425,5599,4687,1216,6991,1847,1515,"Mature SIg Lambda"
"42055",1758,1953,6684,5600,5492,1657,6697,2498,2034,1578,"CD4+CD8-"
"42056",2329,3438,7009,5474,5305,1533,6132,2404,1424,1023,"CD4+CD8-"
"42060",3066,4596,2730,4599,5493,3853,1220,4720,2979,2369,"Monocytes"
"42067",1645,1703,6155,1482,5374,905,5161,5990,2015,1138,"CD8+CD4-"
"42070",3945,1338,6631,195,5490,2035,6128,6348,1958,1312,"CD8+CD4-"
"42085",1782,1826,6554,2335,5601,4560,4172,6335,1914,1340,"CD8+CD4-"
"42091",1993,3177,6870,5395,5207,1600,6389,867,1499,995,"CD4+CD8-"
"42093",2272,3010,7089,5518,5414,2379,6212,551,1515,1068,"CD4+CD8-"
"42094",1818,1320,6437,1468,5597,1445,6403,6383,2212,1631,"CD8+CD4-"
"42096",2755,5003,2377,3669,5288,3662,2365,4704,2985,3670,"Monocytes"
"42104",1700,3193,6789,5890,5524,1995,6844,1939,1934,1321,"CD4+CD8-"
"42108",1897,3965,7024,5852,5632,1370,5883,2353,2080,1213,"CD4+CD8-"
"42109",3134,3241,6311,5135,5544,629,6017,6338,2038,1472,"CD8+CD4-"
"42112",2663,5467,2972,351,5579,5028,2175,4487,2249,1483,"CD56dim"
"42122",2438,3714,2766,3436,5152,2266,1711,4218,2693,3249,"Monocytes"
"42127",2408,4955,1997,2517,5637,5298,1678,6169,2032,1581,"CD56dim"
"42129",2510,2739,6906,5388,5109,1554,6089,2013,1155,593,"CD4+CD8-"
"42131",2730,4505,7052,5512,5315,1374,6024,2122,1236,849,"CD4+CD8-"
"42132",390,2994,6734,5810,5627,1642,7074,2335,2235,1233,"CD4+CD8-"
"42133",1970,4315,2535,2966,5434,4569,2735,5921,2097,1533,"CD56dim"
"42136",2899,5095,2744,2089,5568,4861,2182,4539,1925,1491,"CD56dim"
"42139",2680,1501,7219,5626,5676,2083,5933,2099,1970,1418,"CD4+CD8-"
"42147",3497,4866,3130,3360,5345,3891,2228,4433,2610,2937,"Monocytes"
"42153",1448,3337,6667,2151,4831,830,5652,6045,1005,515,"CD8+CD4-"
"42154",3599,2559,7277,5613,5584,1310,6797,2930,1799,1378,"CD4+CD8-"
"42156",2816,3315,2460,1773,5756,5175,186,4525,2415,1946,"CD56dim"
"42160",2703,2423,6915,1676,5260,1450,6314,6068,1807,1189,"CD8+CD4-"
"42164",2504,3937,6479,1907,5704,2363,6351,6405,1947,1351,"CD8+CD4-"
"42175",2445,4379,4321,4549,5438,4026,3681,5035,4798,7222,"Eosinophils"
"42178",2689,5066,2159,4359,5433,3936,1467,4686,3453,3275,"Monocytes"
"42191",2826,5777,2709,2532,5292,5322,943,5542,2315,1636,"CD56dim"
"42192",2176,5947,1224,1058,5471,5184,1701,4471,2061,1753,"CD56dim"
"42193",2385,667,6876,1465,5285,1598,5773,6160,1350,1249,"CD8+CD4-"
"42195",1773,4679,6869,5654,5337,1556,6424,2046,1663,1136,"CD4+CD8-"
"42206",2174,5554,3106,2302,5210,3172,2502,3696,2152,1202,"CD56dim"
"42218",3446,2934,7353,5710,5488,2217,6590,2279,1882,1285,"CD4+CD8-"
"42222",3072,4708,3359,4614,5391,4403,1400,4799,2982,2969,"Monocytes"
"42223",5928,1805,2528,6311,5110,4429,854,1180,1898,1138,"Mature SIg Kappa"
"42226",1957,6132,2959,1519,5543,4956,1540,5859,2021,1594,"CD56dim"
"42228",2322,3311,3533,4249,5349,3231,3152,3898,5178,6816,"Eosinophils"
"42229",980,3815,7053,5625,5333,1904,5952,510,1493,1060,"CD4+CD8-"
"42232",2151,4830,1881,2336,5756,5474,2202,3857,2061,1453,"CD56dim"
"42233",1364,2201,6721,5810,5586,1635,6403,2564,1855,1533,"CD4+CD8-"
"42234",2877,6016,2114,452,5441,5327,1074,4929,1822,1467,"CD56dim"
"42236",2560,1562,6434,2247,5675,796,5333,6423,2122,1560,"CD8+CD4-"
"42241",2309,4119,7136,5471,5373,2406,6656,2700,1486,1340,"CD4+CD8-"
"42242",2212,2209,7226,5686,5170,2256,6219,2729,1435,869,"CD4+CD8-"
"42244",1369,1995,6486,4834,4535,1810,5419,2232,1169,569,"CD4+CD8-"
"42249",2890,3954,7384,5563,5461,1785,6235,1786,1781,906,"CD4+CD8-"
"42250",2456,1946,6577,5534,5382,1457,7024,3097,2205,1334,"CD4+CD8-"
"42267",1992,4047,6929,5272,5150,1361,5891,875,1639,793,"CD4+CD8-"
"42276",2870,2491,2206,1584,5315,6435,2908,1749,2008,1461,"CD56bright"
"42278",2144,4793,2511,1132,5718,5201,439,5461,2134,1866,"CD56dim"
"42286",2266,3942,2747,4481,5316,3300,3390,4414,2503,3635,"Monocytes"
"42289",2371,5771,2578,2272,5347,4675,1133,4675,1953,1515,"CD56dim"
"42295",2156,4047,7288,5654,5346,1592,5998,1116,1605,1082,"CD4+CD8-"
"42301",1461,2584,7410,5588,5561,1579,6515,615,2107,1282,"CD4+CD8-"
"42305",2903,4247,2684,4941,5425,4209,2592,4492,2812,2894,"Monocytes"
"42314",2350,5578,6855,5176,5276,1916,6297,1015,2109,1269,"CD4+CD8-"
"42319",2102,2822,7008,5553,5412,1368,5811,2220,1394,697,"CD4+CD8-"
"42326",2319,1998,5986,4142,4013,1513,5017,1666,1247,667,"CD4+CD8-"
"42339",2153,5201,2575,3916,5255,4601,1385,5113,2731,2639,"Monocytes"
"42342",1007,3260,7188,5881,5505,1671,6217,2209,2852,995,"CD4+CD8-"
"42347",1833,1979,6826,5676,5622,1778,6455,1886,1703,1255,"CD4+CD8-"
"42353",1378,2477,6773,2532,5497,2505,6273,6405,2185,1459,"CD8+CD4-"
"42361",2412,5336,3076,1885,5464,5344,2659,4867,2197,1555,"CD56dim"
"42365",1799,3020,6541,2147,5529,4198,5012,6431,2267,1442,"CD8+CD4-"
"42370",1344,4096,7195,5656,5541,1526,5936,2056,1407,1105,"CD4+CD8-"
"42381",3078,2520,6798,2560,5599,2138,6491,6499,2126,1334,"CD8+CD4-"
"42383",5890,3646,2842,6240,5266,1789,4612,4307,1703,866,"Mature SIg Lambda"
"42384",5195,2026,2528,6164,4829,5260,1527,1955,1519,992,"Mature SIg Kappa"
"42388",2500,4840,2203,4334,5223,3363,1670,3995,2522,2591,"Monocytes"
"42389",2226,1408,7113,2758,5822,1068,6019,6494,2210,1626,"CD8+CD4-"
"42395",2586,5006,1271,1522,5704,5132,620,5302,1959,1485,"CD56dim"
"42397",1768,3045,7122,1192,5931,4858,5652,5917,2350,1807,"CD8+CD4-"
"42400",1418,3067,6754,2929,5600,2751,6449,6459,2243,1570,"CD8+CD4-"
"42405",2748,4670,2625,1612,4997,6266,625,2995,1839,1194,"CD56bright"
"42418",3770,4202,2975,4591,5418,4082,3158,4658,2591,2559,"Monocytes"
"42423",6059,4166,1453,6165,5083,1181,3575,4974,1551,900,"Mature SIg Lambda"
"42430",3313,3732,7034,5758,5548,1514,6853,874,1881,1158,"CD4+CD8-"
"42436",2362,3763,3606,4357,5214,3254,2681,4649,5005,6751,"Eosinophils"
"42440",2125,3098,6918,1886,5438,3483,5742,6240,2358,1353,"CD8+CD4-"
"42442",6200,4166,2122,6056,5067,4000,2197,177,1542,949,"Mature SIg Kappa"
"42444",1955,849,6766,5925,5614,1615,6519,2524,2012,1599,"CD4+CD8-"
"42447",6234,3643,2383,6423,5156,1530,2124,5520,1604,1094,"Mature SIg Lambda"
"42452",3183,946,7193,5732,5432,1650,6274,1769,1468,1127,"CD4+CD8-"
"42454",1764,2942,6875,1467,5537,2092,6417,6120,2370,1402,"CD8+CD4-"
"42458",2057,5087,1916,1257,5394,4663,2320,5368,2083,1434,"CD56dim"
"42464",3160,3909,7212,5739,5491,1600,6543,1599,1769,1291,"CD4+CD8-"
"42473",2656,3559,7198,5744,5560,1881,6575,1813,1625,1091,"CD4+CD8-"
"42474",2326,408,7000,5414,5271,1473,6358,1516,1780,1068,"CD4+CD8-"
"42476",2207,4054,2289,3570,5178,3432,2820,4467,2516,2134,"Monocytes"
"42482",2657,2558,6307,1256,5707,2063,5551,6248,2045,1469,"CD8+CD4-"
"42487",3065,4819,1752,4662,5378,3786,2424,4578,3151,3083,"Monocytes"
"42488",2427,3705,3522,2973,5022,2567,2526,4434,1921,3539,"Monocytes"
"42489",1883,5482,1436,2310,5715,5562,3405,3775,2168,1517,"CD56dim"
